Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;PS04;MGP11;qValue;fold;log2(fold)
4909546;4909526;4909224;4908976;-;-;SCO4489;hypothetical protein;218;264;0,984316686;0,825757576;-0,276209795
1916571;;;1916451;-;rrnB;SCOr04;5S ribosomal RNA;32;24;0,984630759;1,333333333;0,415037499
6934002;;;6933830;-;-;predicted RNA;antisense: SCO6277;266;190;0,984630759;1,4;0,485426827
;4886504;4886067;4886052;-;-;SCO4467;hypothetical protein;405;352;0,984630759;1,150568182;0,202346479
6051815;6051815;6051099;6051099;-;-;SCO5552;regulator;70;50;0,985128216;1,4;0,485426827
;5935479;5933596;;-;-;SCO5450;ABC transporter;108;163;0,985329855;0,662576687;-0,593840652
4029494;4029494;4028946;4028920;-;pyrE;SCO3650;orotate phosphoribosyltransferase;430;409;0,985834041;1,051344743;0,072235817
4789503;4789565;4790059;;+;-;SCO4375;MarR family regulatory protein;37;38;0,985845086;0,973684211;-0,038474148
;1273700;1275238;;+;ligB;SCO1202;ATP-dependent DNA ligase;27;31;0,986435262;0,870967742;-0,199308808
;2126165;2126716;2126796;+;-;SCO1988;hypothetical protein;129;160;0,986435262;0,80625;-0,310700839
;6220576;6221481;6221736;+;truB;SCO5709;tRNA pseudouridine synthase B;458;492;0,986435262;0,930894309;-0,103310717
5641824;5641824;5643236;5643236;+;-;SCO5185;peptidase;160;151;0,987048707;1,059602649;0,083523356
3673388;3673191;3672415;;-;-;SCO3320;redox-sensing transcriptional repressor Rex;681;805;0,987657212;0,845962733;-0,241333985
2055389;2055389;2054625;;-;-;SCO1922;ABC transporter ATP-binding protein;314;300;0,987663507;1,046666667;0,065802058
3104376;3104376;3103597;3103494;-;-;SCO2843;N-acetylglucosamine-6-phosphate deacetylase;96;69;0,987791333;1,391304348;0,476438044
3918571;3918552;3918154;3918146;-;-;SCO3544;hypothetical protein;104;120;0,987791333;0,866666667;-0,206450877
820751;820751;820194;820194;-;-;SCO0770;hypothetical protein;93;67;0,988292425;1,388059701;0,473069621
4552134;4551683;4551282;4550829;-;-;SCO4136;hypothetical protein;158;118;0,988297482;1,338983051;0,421137699
3145626;3145726;3147090;3147098;+;-;SCO2892;hypothetical protein;194;189;0,988297482;1,026455026;0,037670418
;6859903;6859658;6859650;-;-;SCO6235;hypothetical protein;153;106;0,988408681;1,443396226;0,529467388
1627443;1627443;1626835;1626809;-;-;SCO1522;glutamine amidotransferase subunit PdxT;187;159;0,988408681;1,176100629;0,234011505
5495897;5495897;5494689;5494689;-;xseA;SCO5056;exodeoxyribonuclease VII large subunit;234;355;0,988408681;0,65915493;-0,601310495
;8424877;8423879;;-;-;SCO7597;hypothetical protein;46;33;0,988933758;1,393939394;0,479167837
1881924;;;1881884;-;-;predicted RNA;-;166;145;0,989834667;1,144827586;0,195130341
3650691;3650705;3652006;3652177;+;-;SCO3302;hypothetical protein;316;339;0,990256342;0,932153392;-0,101360715
;6429542;6430006;6430009;+;-;SCO5873;hypothetical protein;527;507;0,990342099;1,039447732;0,055817215
4674369;4674369;4673692;4673692;-;-;SCO4260;hypothetical protein;109;78;0,990419447;1,397435897;0,482782106
1517213;1517384;1517758;1517803;+;-;SCO1421;hypothetical protein;4295;5047;0,990419447;0,851000594;-0,232767955
1235093;;;1234874;-;-;predicted RNA;antisense: SCO1172;217;244;0,990581712;0,889344262;-0,169186105
5877928;;;5877909;-;-;predicted RNA;-;458;437;0,992376616;1,04805492;0,067714319
5973924;5973924;5975054;5975054;+;mnmA;SCO5488;tRNA-specific 2-thiouridylase MnmA;128;110;0,992657276;1,163636364;0,218640286
6847252;6847252;6845987;;-;-;SCO6225;hypothetical protein;185;176;0,992657276;1,051136364;0,071949842
6069124;6069138;6069791;6069791;+;-;SCO5570;hypothetical protein;4304;3358;0,992657276;1,281715307;0,358075848
;1945493;1947016;;+;-;SCO1816;hypothetical protein;47;34;0,993327781;1,382352941;0,46712601
1504319;1504319;1502793;1502727;-;-;SCO1409;hypothetical protein;43;52;0,993327781;0,826923077;-0,274174963
3077392;3077357;3075453;3075411;-;-;SCO2817;hypothetical protein;37;45;0,995188389;0,822222222;-0,282399731
3418875;3418879;3419409;3419409;+;-;SCO3117;hypothetical protein;104;116;0,995188389;0,896551724;-0,157541277
4325856;4325793;4324441;4324419;-;-;SCO3929;hypothetical protein;190;185;0,995776852;1,027027027;0,038474148
2834758;2834725;2833700;2833700;-;-;SCO2610;rod shape-determining protein MreC;106;137;0,995878647;0,773722628;-0,370111628
6155949;6155949;6155449;6155449;-;-;SCO5656;transcriptional regulator;683;714;0,996311826;0,956582633;-0,064038496
5113965;5114147;5115568;5115613;+;-;SCO4685;DEAD/DEAH box helicase;190;286;0,997628723;0,664335664;-0,590015728
805135;805135;805797;805797;+;-;SCO0760;methyltransferase;28;16;0,999367645;1,75;0,807354922
;2551706;2551903;2551981;+;-;SCO2382;hypothetical protein;665;578;0,999367645;1,150519031;0,202284848
527888;527838;526786;526786;-;-;SCO0494;iron-siderophore binding lipoprotein;98;79;0,999631156;1,240506329;0,310929096
2550749;2550901;2551737;;+;-;SCO2381;hypothetical protein;72;83;0,999631156;0,86746988;-0,20511443
6883459;6883459;6883968;6883968;+;-;SCO6261;hypothetical protein;121;90;0,999631156;1,344444444;0,427010141
6976440;6976440;6975868;6975868;-;-;SCO6318;hypothetical protein;131;94;0,999631156;1,393617021;0,47883415
6467731;6467755;6469131;6469920;+;-;SCO5901;RNA methyltransferase;236;243;0,999631156;0,971193416;-0,042169454
3924246;3924141;3923710;3923669;-;-;SCO3548;anti-sigma factor;1153;1322;0,999631156;0,872163389;-0,197329664
;9304;10410;;+;-;SCO0006;ATP/GTP-binding protein;1;1;1;1;0
;11360;11010;;-;-;SCO0008;hypothetical protein;1;1;1;1;0
;15029;14739;;-;-;SCO0013;hypothetical protein;1;1;1;1;0
;17919;18263;;+;-;SCO0017;hypothetical protein;1;1;1;1;0
;22761;22156;;-;-;SCO0022;IS element ATP-binding protein;1;1;1;1;0
;30355;30116;;-;-;SCO0036;hypothetical protein;1;1;1;1;0
;33360;33845;;+;-;SCO0041;hypothetical protein;1;1;1;1;0
;64605;64925;;+;-;SCO0073;hypothetical protein;1;1;1;1;0
;72139;71648;;-;-;SCO0085;hypothetical protein;1;1;1;1;0
;119841;120215;;+;-;SCO0129;hypothetical protein;1;1;1;1;0
;146603;146980;;+;-;SCO0157;hypothetical protein;1;1;1;1;0
;150525;150181;;-;-;SCO0161;hypothetical protein;1;1;1;1;0
;170880;170656;;-;-;SCO0182;hypothetical protein;1;1;1;1;0
;222827;223288;;+;-;SCO0234;oxidoreductase;1;1;1;1;0
;272834;272466;;-;-;SCO0281;hypothetical protein;1;1;1;1;0
;310378;311727;;+;-;SCO0313;transmembrane transport protein;1;1;1;1;0
;327899;328264;;+;-;SCO0325;hypothetical protein;1;1;1;1;0
;335734;334223;;-;-;SCO0333;dioxygenase;1;1;1;1;0
;335948;336292;;+;-;SCO0334;hypothetical protein;1;1;1;1;0
;341909;341370;;-;-;SCO0338;dehydrogenase;1;1;1;1;0
;368143;369252;;+;-;SCO0363;hypothetical protein;1;1;1;1;0
;377255;373998;;-;-;SCO0369;hypothetical protein;1;1;1;1;0
;380690;377286;;-;-;SCO0370;DNA-binding protein;1;1;1;1;0
;386592;383578;;-;-;SCO0372;hypothetical protein;1;1;1;1;0
;419539;420486;;+;-;SCO0398;glycosyl transferase;1;1;1;1;0
;500780;501412;;+;-;SCO0480;hypothetical protein;1;1;1;1;0
;543535;543119;;-;-;SCO0507;hypothetical protein;1;1;1;1;0
;552094;552351;;+;-;SCO0518;hypothetical protein;1;1;1;1;0
;567623;569044;;+;-;SCO0535;hydrolase;1;1;1;1;0
;572810;573709;;+;-;SCO0540;sugar transport membrane protein;1;1;1;1;0
;587988;586987;;-;-;SCO0547;acyltransferase;1;1;1;1;0
;653165;652881;;-;-;SCO0614;hypothetical protein;1;1;1;1;0
;665773;664769;;-;-;SCO0624;hypothetical protein;1;1;1;1;0
;685095;684409;;-;-;SCO0643;cellulose-binding protein;1;1;1;1;0
;692619;692897;;+;-;SCO0652;gas vesicle synthesis protein;1;1;1;1;0
;747194;745911;;-;-;SCO0706;lipoprotein;1;1;1;1;0
;749279;748380;;-;-;SCO0708;branched-chain amino acid ABC transporter;1;1;1;1;0
;750076;749276;;-;-;SCO0709;branched-chain amino acid ABC transporter ATP-binding protein;1;1;1;1;0
;756143;753318;;-;-;SCO0712;transcriptional activator;1;1;1;1;0
;757246;756314;;-;-;SCO0713;lipase;1;1;1;1;0
;836721;837377;;+;-;SCO0790;hydrolase;1;1;1;1;0
;857139;856126;;-;-;SCO0809;ABC transporter permease;1;1;1;1;0
;858172;857132;;-;-;SCO0810;ABC transporter permease;1;1;1;1;0
;880219;879140;;-;-;SCO0830;penicillin-binding protein;1;1;1;1;0
;922175;921927;;-;-;SCO0876;hypothetical protein;1;1;1;1;0
;926916;927332;;+;-;SCO0880;hypothetical protein;1;1;1;1;0
;999210;997963;;-;-;SCO0949;hypothetical protein;1;1;1;1;0
;1091114;1088547;;-;-;SCO1031;ABC transporter;1;1;1;1;0
;1108778;1108110;;-;-;SCO1052;regulatory protein;1;1;1;1;0
;1123006;1120925;;-;-;SCO1062;hydrolase;1;1;1;1;0
;1123960;1123067;;-;-;SCO1063;sugar transport integral membrane protein;1;1;1;1;0
;1124898;1123963;;-;-;SCO1064;sugar transport integral membrane protein;1;1;1;1;0
;1126256;1124895;;-;-;SCO1065;sugar transport sugar binding protein;1;1;1;1;0
;1300331;1297131;;-;-;SCO1226;hypothetical protein;1;1;1;1;0
;1357030;1355909;;-;-;SCO1285;ketoreductase;1;1;1;1;0
;1359243;1358281;;-;-;SCO1287;hypothetical protein;1;1;1;1;0
;1359733;1359227;;-;-;SCO1288;hypothetical protein;1;1;1;1;0
;1433899;1432286;;-;-;SCO1355;serine protease;1;1;1;1;0
;1695109;1692635;;-;-;SCO1583;arabinosidase;1;1;1;1;0
;1843588;1843031;;-;-;SCO1723;RNA polymerase sigma factor SigK;1;1;1;1;0
;2012792;2011647;;-;-;SCO1879;pectinesterase;1;1;1;1;0
;2021993;2021058;;-;-;SCO1887;integral membrane transport protein;1;1;1;1;0
;2161229;2159817;;-;-;SCO2016;monooxygenase;1;1;1;1;0
;2179318;2180595;;+;-;SCO2029;hypothetical protein;1;1;1;1;0
;2256540;2257046;;+;-;SCO2099;hypothetical protein;1;1;1;1;0
;2517893;2518537;;+;-;SCO2348;hypothetical protein;1;1;1;1;0
;2574719;2575690;;+;-;SCO2403;hypothetical protein;1;1;1;1;0
;2584839;2584078;;-;-;SCO2410;hypothetical protein;1;1;1;1;0
;2697734;2698408;;+;-;SCO2500;hypothetical protein;1;1;1;1;0
;2942785;2942904;;+;-;SCO2698;small hydrophilic protein;1;1;1;1;0
;2953648;2954337;;+;-;SCO2710;polysaccharide deacetylase;1;1;1;1;0
;2954348;2955550;;+;-;SCO2711;glycosyl transferase;1;1;1;1;0
;2955547;2956266;;+;-;SCO2712;hypothetical protein;1;1;1;1;0
;3541801;3540668;;-;-;SCO3228;glycolate oxidase;1;1;1;1;0
;3590134;3588746;;-;-;SCO3237;hypothetical protein;1;1;1;1;0
;3591306;3590146;;-;-;SCO3238;hypothetical protein;1;1;1;1;0
;3604107;3603907;;-;-;SCO3251;excisionase;1;1;1;1;0
;3605911;3605594;;-;-;SCO3253;SpdD protein;1;1;1;1;0
;3606090;3605935;;-;-;SCO3254;SpdC protein;1;1;1;1;0
;3606263;3606102;;-;-;SCO3255;SpdB protein;1;1;1;1;0
;3606979;3606326;;-;-;SCO3256;SpdA protein;1;1;1;1;0
;3885367;3885819;;+;-;SCO3516;hypothetical protein;1;1;1;1;0
;3888210;3888821;;+;-;SCO3519;hypothetical protein;1;1;1;1;0
;3894706;3895866;;+;-;SCO3528;hypothetical protein;1;1;1;1;0
;3897837;3898616;;+;-;SCO3531;hypothetical protein;1;1;1;1;0
;3898613;3899089;;+;-;SCO3532;hypothetical protein;1;1;1;1;0
;3899086;3899751;;+;-;SCO3533;hypothetical protein;1;1;1;1;0
;4333799;4333930;;+;-;SCO3938;thiamin biosynthesis protein ThiC;1;1;1;1;0
;4384451;4384729;;+;-;SCO3982;hypothetical protein;1;1;1;1;0
;4454151;4453888;;-;-;SCO4064;hypothetical protein;1;1;1;1;0
;4503887;4504207;;+;-;SCO4105;hypothetical protein;1;1;1;1;0
;4798612;4799760;;+;-;SCO4382;acyl CoA dehydrogenase;1;1;1;1;0
;5046984;5046484;;-;-;SCO4622;hypothetical protein;1;1;1;1;0
;5372819;5372301;;-;-;SCO4937;hypothetical protein;1;1;1;1;0
;5566459;5567376;;+;-;SCO5119;peptide transport system integral membrane protein;1;1;1;1;0
;5774621;5773164;;-;-;SCO5301;penicillin-binding protein;1;1;1;1;0
;5812543;5812740;;+;-;SCO5340;hypothetical protein;1;1;1;1;0
;5812762;5813430;;+;-;SCO5341;SpdA2 protein;1;1;1;1;0
;5813452;5813643;;+;-;SCO5342;SpdB2 protein;1;1;1;1;0
;5813654;5813809;;+;-;SCO5343;SpdC2 protein;1;1;1;1;0
;5813822;5814145;;+;-;SCO5344;SpdD2 protein;1;1;1;1;0
;5814872;5815057;;+;-;SCO5346;hypothetical protein;1;1;1;1;0
;5815050;5816414;;+;-;SCO5347;replication initiation protein;1;1;1;1;0
;6191418;6188536;;-;-;SCO5685;sugar hydrolase;1;1;1;1;0
;6197356;6199599;;+;-;SCO5690;hypothetical protein;1;1;1;1;0
;6449549;6456442;;+;-;SCO5892;polyketide synthase;1;1;1;1;0
;6494912;6493143;;-;-;SCO5924;hypothetical protein;1;1;1;1;0
;6506808;6507281;;+;-;SCO5939;peptidylprolyl isomerase;1;1;1;1;0
;6511948;6513768;;+;-;SCO5945;transferase;1;1;1;1;0
;6744922;6746640;;+;-;SCO6145;hypothetical protein;1;1;1;1;0
;6767705;6768031;;+;-;SCO6164;hypothetical protein;1;1;1;1;0
;6788618;6789625;;+;-;SCO6183;transferase;1;1;1;1;0
;6789622;6790572;;+;-;SCO6184;transferase;1;1;1;1;0
;6790569;6791789;;+;-;SCO6185;transferase;1;1;1;1;0
;6795563;6796516;;+;-;SCO6189;transferase;1;1;1;1;0
;6796513;6797409;;+;-;SCO6190;transferase;1;1;1;1;0
;6962080;6961931;;-;-;SCO6301;hypothetical protein;1;1;1;1;0
;7028168;7025526;;-;-;SCO6365;hypothetical protein;1;1;1;1;0
;7033729;7033962;;+;-;SCO6372;hypothetical protein;1;1;1;1;0
;7085067;7086635;;+;-;SCO6417;integral membrane transporter;1;1;1;1;0
;7271103;7272122;;+;-;SCO6568;ABC transporter;1;1;1;1;0
;7275867;7279583;;+;-;SCO6572;glycosyl hydrolase;1;1;1;1;0
;7281003;7282094;;+;-;SCO6574;hypothetical protein;1;1;1;1;0
;7282091;7283038;;+;-;SCO6575;hypothetical protein;1;1;1;1;0
;7283052;7283789;;+;-;SCO6576;hypothetical protein;1;1;1;1;0
;7284641;7285816;;+;-;SCO6578;hypothetical protein;1;1;1;1;0
;7285813;7287210;;+;-;SCO6579;hypothetical protein;1;1;1;1;0
;7322891;7323919;;+;-;SCO6602;transmembrane sugar transport protein;1;1;1;1;0
;7470453;7470647;;+;-;SCO6716;hypothetical protein;1;1;1;1;0
;7572336;7571107;;-;-;SCO6809;integral membrane transport protein;1;1;1;1;0
;7584639;7582309;;-;-;SCO6820;oxidoreductase;1;1;1;1;0
;7615928;7614564;;-;-;SCO6842;hypothetical protein;1;1;1;1;0
;7618383;7617112;;-;-;SCO6844;DNA methylase;1;1;1;1;0
;7619880;7619557;;-;-;SCO6846;hypothetical protein;1;1;1;1;0
;7620910;7620290;;-;-;SCO6847;hypothetical protein;1;1;1;1;0
;7624064;7623285;;-;-;SCO6850;hypothetical protein;1;1;1;1;0
;7626660;7625857;;-;-;SCO6854;hypothetical protein;1;1;1;1;0
;7627040;7626657;;-;-;SCO6855;hypothetical protein;1;1;1;1;0
;7628879;7628121;;-;-;SCO6857;hypothetical protein;1;1;1;1;0
;7635678;7633888;;-;-;SCO6864;hypothetical protein;1;1;1;1;0
;7638457;7637267;;-;-;SCO6866;hypothetical protein;1;1;1;1;0
;7640056;7638950;;-;-;SCO6868;hypothetical protein;1;1;1;1;0
;7640792;7640049;;-;-;SCO6869;hypothetical protein;1;1;1;1;0
;7641461;7640844;;-;-;SCO6870;hypothetical protein;1;1;1;1;0
;7644442;7643807;;-;-;SCO6874;hypothetical protein;1;1;1;1;0
;7644821;7644396;;-;-;SCO6875;hypothetical protein;1;1;1;1;0
;7646185;7645403;;-;-;SCO6877;hypothetical protein;1;1;1;1;0
;7647787;7646264;;-;-;SCO6878;ATP-binding protein;1;1;1;1;0
;7648277;7647816;;-;-;SCO6879;hypothetical protein;1;1;1;1;0
;7652060;7651368;;-;-;SCO6882;hypothetical protein;1;1;1;1;0
;7652374;7652060;;-;-;SCO6883;hypothetical protein;1;1;1;1;0
;7656204;7656902;;+;-;SCO6888;hypothetical protein;1;1;1;1;0
;7656920;7657660;;+;-;SCO6889;hypothetical protein;1;1;1;1;0
;7659287;7659598;;+;-;SCO6893;hypothetical protein;1;1;1;1;0
;7660478;7660993;;+;-;SCO6895;regulator (fragment);1;1;1;1;0
;7662258;7662569;;+;-;SCO6897;hypothetical protein;1;1;1;1;0
;7662638;7663855;;+;-;SCO6898;carboxylase;1;1;1;1;0
;7665000;7665629;;+;-;SCO6900;hypothetical protein;1;1;1;1;0
;7665653;7666519;;+;-;SCO6901;hypothetical protein;1;1;1;1;0
;7666548;7667036;;+;-;SCO6902;hypothetical protein;1;1;1;1;0
;7667918;7668928;;+;-;SCO6904;hypothetical protein;1;1;1;1;0
;7683453;7682938;;-;-;SCO6919;hypothetical protein;1;1;1;1;0
;7686425;7685784;;-;-;SCO6922;hypothetical protein;1;1;1;1;0
;7703887;7702634;;-;-;SCO6938;acyl-CoA dehydrogenase;1;1;1;1;0
;7725214;7725813;;+;-;SCO6957;monovalent cation/H+ antiporter subunit E;1;1;1;1;0
;7758904;7759110;;+;-;SCO6991;hypothetical protein;1;1;1;1;0
;7812182;7812625;;+;-;SCO7026;hypothetical protein;1;1;1;1;0
;7816239;7817057;;+;-;SCO7030;binding-protein-dependent transport protein;1;1;1;1;0
;7872507;7872043;;-;-;SCO7082;hypothetical protein;1;1;1;1;0
;7887321;7887665;;+;-;SCO7096;hypothetical protein;1;1;1;1;0
;7906456;7905713;;-;-;SCO7116;hypothetical protein;1;1;1;1;0
;7907715;7906453;;-;-;SCO7117;ferredoxin reductase;1;1;1;1;0
;7908808;7909746;;+;-;SCO7119;dehydrogenase;1;1;1;1;0
;7944613;7945416;;+;-;SCO7151;hypothetical protein;1;1;1;1;0
;7945453;7946277;;+;-;SCO7152;hypothetical protein;1;1;1;1;0
;7977242;7973481;;-;-;SCO7176;peptidase;1;1;1;1;0
;7977478;7978122;;+;-;SCO7177;hypothetical protein;1;1;1;1;0
;7978110;7978478;;+;-;SCO7178;transcriptional regulator;1;1;1;1;0
;7981423;7981070;;-;-;SCO7180;hypothetical protein;1;1;1;1;0
;7982399;7983112;;+;-;SCO7182;branched-chain amino acid ABC transporter ATP-binding protein;1;1;1;1;0
;8051378;8051503;;+;-;SCO7242;hypothetical protein;1;1;1;1;0
;8072945;8073109;;+;-;SCO7262;hypothetical protein;1;1;1;1;0
;8159511;8158531;;-;-;SCO7345;ATP-dependent DNA ligase;1;1;1;1;0
;8162315;8162202;;-;-;SCO7348;hypothetical protein;1;1;1;1;0
;8162506;8162393;;-;-;SCO7349;hypothetical protein;1;1;1;1;0
;8178292;8178615;;+;-;SCO7365;hypothetical protein;1;1;1;1;0
;8188898;8189692;;+;-;SCO7375;acetyltransferase;1;1;1;1;0
;8201665;8202543;;+;-;SCO7389;short chain dehydrogenase;1;1;1;1;0
;8204060;8204551;;+;-;SCO7392;hypothetical protein;1;1;1;1;0
;8224777;8223827;;-;-;SCO7409;binding-protein dependent transport protein;1;1;1;1;0
;8225711;8224785;;-;-;SCO7410;binding-protein dependent transport protein;1;1;1;1;0
;8245909;8245226;;-;-;SCO7432;extracellular small neutral protease;1;1;1;1;0
;8311394;8310669;;-;-;SCO7499;racemase;1;1;1;1;0
;8312979;8311492;;-;-;SCO7500;allantoin permease;1;1;1;1;0
;8328367;8327480;;-;-;SCO7513;hydrolase;1;1;1;1;0
;8371292;8372236;;+;-;SCO7548;hypothetical protein;1;1;1;1;0
;8418509;8419402;;+;-;SCO7592;hypothetical protein;1;1;1;1;0
;8419486;8419851;;+;-;SCO7593;hypothetical protein;1;1;1;1;0
;8494580;8493549;;-;-;SCO7669;oxidoreductase;1;1;1;1;0
;8495092;8494577;;-;-;SCO7670;hypothetical protein;1;1;1;1;0
;8498412;8498906;;+;-;SCO7675;hypothetical protein;1;1;1;1;0
;8518494;8519645;;+;-;SCO7684;hypothetical protein;1;1;1;1;0
;8579414;8579043;;-;-;SCO7746;insertion element transposase;1;1;1;1;0
;8591283;8591942;;+;-;SCO7761;hypothetical protein;1;1;1;1;0
;8621255;8620776;;-;-;SCO7799;transposase;1;1;1;1;0
;8649589;8649245;;-;-;SCO7830;hypothetical protein;1;1;1;1;0
;8652479;8652769;;+;-;SCO7834;hypothetical protein;1;1;1;1;0
;8656148;8656498;;+;-;SCO7839;hypothetical protein;1;1;1;1;0
;8658204;8657098;;-;-;SCO7841;ATP/GTP-binding protein;1;1;1;1;0
;53141;54100;;+;-;SCO0066;integral membrane permease;1;1;1;1;0
;54097;54918;;+;-;SCO0067;integral membrane permease;1;1;1;1;0
;54968;56173;;+;-;SCO0068;hydrolase;1;1;1;1;0
;319345;318329;;-;-;SCO0318;oxidoreductase;1;1;1;1;0
;320008;319499;;-;-;SCO0319;hypothetical protein;1;1;1;1;0
;354802;355686;;+;-;SCO0350;hypothetical protein;1;1;1;1;0
;392483;391950;;-;-;SCO0377;hypothetical protein;1;1;1;1;0
;551918;552115;;+;-;SCO0517;hypothetical protein;1;1;1;1;0
;565046;565903;;+;-;SCO0533;sugar transporter membrane protein;1;1;1;1;0
;620367;619588;;-;-;SCO0578;triosephosphate isomerase;1;1;1;1;0
;667096;665816;;-;-;SCO0625;transporter;1;1;1;1;0
;748387;747191;;-;-;SCO0707;branched-chain amino acid ABC transporter permease;1;1;1;1;0
;787643;786984;;-;-;SCO0745;TetR family transcriptional regulator;1;1;1;1;0
;833198;832515;;-;-;SCO0785;hypothetical protein;1;1;1;1;0
;885270;885004;;-;-;SCO0837;hypothetical protein;1;1;1;1;0
;920182;919901;;-;-;SCO0873;hypothetical protein;1;1;1;1;0
;946045;946941;;+;-;SCO0899;hydrolase;1;1;1;1;0
;1291352;1290957;;-;-;SCO1219;hypothetical protein;1;1;1;1;0
;1338130;1337873;;-;-;SCO1267;acyl carrier protein;1;1;1;1;0
;1358209;1357085;;-;-;SCO1286;oxidoreductase;1;1;1;1;0
;1647893;1646907;;-;-;SCO1538;transport system membrane protein;1;1;1;1;0
;1813536;1812259;;-;-;SCO1693;hypothetical protein;1;1;1;1;0
;2020168;2019011;;-;-;SCO1885;oxidoreductase;1;1;1;1;0
;2162584;2161226;;-;-;SCO2017;amino acid decarboxylase;1;1;1;1;0
;2184330;2185154;;+;-;SCO2033;citrate lyase subunit beta;1;1;1;1;0
;2586635;2586123;;-;-;SCO2413;hypothetical protein;1;1;1;1;0
;2890945;2891889;;+;-;SCO2659;sugar transport system permease;1;1;1;1;0
;2948891;2950345;;+;-;SCO2707;transferase;1;1;1;1;0
;3592889;3592179;;-;-;SCO3240;hypothetical protein;1;1;1;1;0
;3600808;3599006;;-;-;SCO3247;acyl CoA oxidase;1;1;1;1;0
;3624859;3624449;;-;-;SCO3281;hypothetical protein;1;1;1;1;0
;3891921;3892586;;+;-;SCO3524;hypothetical protein;1;1;1;1;0
;4071573;4071163;;-;-;SCO3689;hypothetical protein;1;1;1;1;0
;4108686;4108183;;-;-;SCO3735;hypothetical protein;1;1;1;1;0
;4330169;4330366;;+;-;SCO3935;hypothetical protein;1;1;1;1;0
;4999690;4999466;;-;-;SCO4578;hypothetical protein;1;1;1;1;0
;5490968;5492431;;+;-;SCO5051;glycosyltransferase;1;1;1;1;0
;5814235;5814786;;+;-;SCO5345;hypothetical protein;1;1;1;1;0
;5816416;5816601;;+;-;SCO5348;excisionase;1;1;1;1;0
;6027712;6026708;;-;-;SCO5531;hypothetical protein;1;1;1;1;0
;6441208;6440423;;-;-;SCO5883;hypothetical protein;1;1;1;1;0
;6457476;6458318;;+;-;SCO5894;thioesterase;1;1;1;1;0
;6533658;6533083;;-;-;SCO5963;hypothetical protein;1;1;1;1;0
;6554384;6556789;;+;-;SCO5980;salicylyl-CoA 5-hydroxylase;1;1;1;1;0
;6563335;6563778;;+;-;SCO5988;hypothetical protein;1;1;1;1;0
;6769408;6770778;;+;-;SCO6167;proline rich protein membrane protein;1;1;1;1;0
;6830017;6830142;;+;-;SCO6215;hypothetical protein;1;1;1;1;0
;7104511;7097567;;-;-;SCO6428;hypothetical protein;1;1;1;1;0
;7422658;7424568;;+;-;SCO6683;ABC transporter ATP-binding protein;1;1;1;1;0
;7537378;7537178;;-;-;SCO6779;hypothetical protein;1;1;1;1;0
;7542559;7543722;;+;-;SCO6785;fatty acid co-A racemase;1;1;1;1;0
;7585664;7584942;;-;-;SCO6821;hypothetical protein;1;1;1;1;0
;7630453;7629623;;-;-;SCO6859;hypothetical protein;1;1;1;1;0
;7630887;7630450;;-;-;SCO6860;hypothetical protein;1;1;1;1;0
;7633819;7633190;;-;-;SCO6863;hypothetical protein;1;1;1;1;0
;7655068;7655703;;+;-;SCO6886;hypothetical protein;1;1;1;1;0
;7683878;7683546;;-;-;SCO6920;hypothetical protein;1;1;1;1;0
;7722717;7723481;;+;-;SCO6955;monovalent cation/H+ antiporter subunit C;1;1;1;1;0
;7780281;7781531;;+;-;SCO7006;oxidoreductase;1;1;1;1;0
;7813971;7815275;;+;-;SCO7028;sugar-binding lipoprotein;1;1;1;1;0
;7821937;7823205;;+;-;SCO7034;aminotransferase;1;1;1;1;0
;7890168;7889266;;-;-;SCO7099;RNA polymerase sigma factor;1;1;1;1;0
;7910084;7911703;;+;-;SCO7120;ubiquinol-cytochrome C reductase cytochrome B subunit;1;1;1;1;0
;7921208;7919673;;-;-;SCO7128;transmembrane efflux protein;1;1;1;1;0
;7951531;7950950;;-;-;SCO7157;hypothetical protein;1;1;1;1;0
;7962390;7961479;;-;-;SCO7165;sugar-binding integral membrane transport protein;1;1;1;1;0
;7965876;7965442;;-;-;SCO7169;hypothetical protein;1;1;1;1;0
;8055078;8055983;;+;-;SCO7245;hydrolase;1;1;1;1;0
;8377286;8378596;;+;-;SCO7555;solute binding lipoprotein;1;1;1;1;0
;8389526;8390392;;+;-;SCO7566;oligopeptide ABC transporter ATP-binding protein;1;1;1;1;0
;8492106;8492702;;+;-;SCO7667;hypothetical protein;1;1;1;1;0
;8499061;8499282;;+;-;SCO7676;ferredoxin;1;1;1;1;0
;8645791;8644811;;-;-;SCO7826;hypothetical protein;1;1;1;1;0
;43950;44090;;+;-;SCO0057;hypothetical protein;2;1;1;2;1
;119651;119833;;+;-;SCO0128;hypothetical protein;2;1;1;2;1
;146351;146034;;-;-;SCO0156;hypothetical protein;2;1;1;2;1
;561545;560127;;-;-;SCO0529;oxidoreductase;2;1;1;2;1
;573756;575081;;+;-;SCO0541;alpha-galactosidase;2;1;1;2;1
;589546;589268;;-;-;SCO0549;acyl carrier protein;2;1;1;2;1
;703750;703977;;+;-;SCO0665;hypothetical protein;2;1;1;2;1
;1031372;1031136;;-;-;SCO0979;hypothetical protein;2;1;1;2;1
;1405034;1404801;;-;-;SCO1329;hypothetical protein;2;1;1;2;1
