Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;PS04;MGP10;qValue;fold;log2
555990;555990;556898;;+;-;SCO0524;gluconolactonase;25;27;1;0,925925926;-0,111031312
5573124;5573124;5572261;;-;-;SCO5125;hypothetical protein;25;27;1;0,925925926;-0,111031312
7444348;7444281;7443466;;-;-;SCO6693;hypothetical protein;25;27;1;0,925925926;-0,111031312
;4882589;4882032;;-;-;SCO4461;TetR family transcriptional regulator;26;27;1;0,962962963;-0,054447784
4904881;4904881;4903856;4903856;-;-;SCO4485;transcriptional regulator;26;27;1;0,962962963;-0,054447784
7069046;7069255;7069434;7069435;+;-;SCO6404;hypothetical protein;26;27;1;0,962962963;-0,054447784
;7339205;7338876;;-;-;SCO6617;hypothetical protein;26;27;1;0,962962963;-0,054447784
;2355010;2355858;2355858;+;-;SCO2188;peptidase;28;27;1;1,037037037;0,05246742
6565701;6565701;6566195;6566195;+;-;SCO5992;hypothetical protein;29;27;1;1,074074074;0,103093493
6699895;6699895;6699359;;-;-;SCO6099;adenylylsulfate kinase;29;27;1;1,074074074;0,103093493
1313703;1313640;1313128;1313128;-;-;SCO1241;hypothetical protein;30;27;1;1,111111111;0,152003093
2660754;2660754;2659480;2659480;-;-;SCO2470;deoxyguanosinetriphosphate triphosphohydrolase-like protein;30;27;1;1,111111111;0,152003093
;5028219;5028611;;+;-;SCO4605;NADH dehydrogenase subunit NuoK2;31;27;1;1,148148148;0,199308808
;8172222;8170720;;-;-;SCO7358;hypothetical protein;31;27;0,831966225;1,148148148;0,199308808
951949;951949;951452;951261;-;-;SCO0906;hypothetical protein;32;27;1;1,185185185;0,245112498
2735070;2735261;2736145;;+;-;SCO2537;DNA-binding protein;32;27;1;1,185185185;0,245112498
;8238014;8236383;;-;-;SCO7422;sensor histidine-kinase;32;27;0,64234138;1,185185185;0,245112498
3696750;3696750;3695920;;-;-;SCO3339;ABC transporter ATP-binding protein;34;27;1;1,259259259;0,332575339
5162590;5162590;5162036;5162036;-;-;SCO4749;hypothetical protein;34;27;1;1,259259259;0,332575339
6725136;6725136;6725624;6725922;+;-;SCO6120;hypothetical protein;34;27;1;1,259259259;0,332575339
8532009;8532009;8531641;8531641;-;-;SCO7695;hypothetical protein;34;27;1;1,259259259;0,332575339
3673771;3673771;3673466;;-;-;SCO3321;redoxin;35;27;1;1,296296296;0,374395515
8262071;8262071;8261520;8261520;-;-;SCO7447;acetyltranferase;35;27;1;1,296296296;0,374395515
7501897;7501897;7502100;7502101;+;-;SCO6744;hypothetical protein;38;27;1;1,407407407;0,493040011
3149049;3149049;3147985;3147952;-;-;SCO2894;ABC transporter ATP-binding protein;39;27;0,483614874;1,444444444;0,530514717
7182776;7182776;7183708;7183708;+;-;SCO6489;hypothetical protein;40;27;0,522092704;1,481481481;0,567040593
1895799;1895799;1893751;1893751;-;-;SCO1774;regulatory protein;41;27;0,072746715;1,518518519;0,602664502
2882590;2882590;2880455;2880455;-;-;SCO2649;4-alpha-glucanotransferase;42;27;0,068095013;1,555555556;0,637429921
1975217;1975249;1975470;1975509;+;-;SCO1846;hypothetical protein;45;27;0,842566291;1,666666667;0,736965594
8555357;8555357;8556118;8556118;+;-;SCO7721;hypothetical protein;45;27;0,392032;1,666666667;0,736965594
;3474185;3473958;;-;-;SCO3169;hypothetical protein;47;27;0,737167724;1,740740741;0,79970135
5854720;5854720;5857344;5857367;+;-;SCO5387;hypothetical protein;52;27;0,001278416;1,925925926;0,945552216
3374667;3374675;3375484;3375538;+;-;SCO3080;hypothetical protein;55;27;0,075025745;2,037037037;1,026472211
;3150744;3149938;;-;-;SCO2896;hypothetical protein;56;27;0,056827679;2,074074074;1,05246742
;4451075;4451410;;+;-;SCO4059;transcriptional regulator;72;27;0,030524656;2,666666667;1,415037499
4530506;;;4530469;-;-;predicted RNA;-;247;27;3,06E-09;9,148148148;3,193479729
651462;651462;651605;;+;-;SCO0612;hypothetical protein;10;28;0,086808409;0,357142857;-1,485426827
4389919;4389919;4390131;;+;-;SCO3994;hypothetical protein;11;28;0,06689875;0,392857143;-1,347923303
8273443;8273736;8274806;8274806;+;-;SCO7460;lipoprotein;11;28;0,007553498;0,392857143;-1,347923303
7891305;7891305;7892660;7892660;+;-;SCO7101;dehydrogenase;12;28;0,021356937;0,428571429;-1,222392421
8586022;8586017;8585463;8585463;-;-;SCO7752;hypothetical protein;14;28;0,130833095;0,5;-1
;8025947;8023944;8023944;-;-;SCO7220;hypothetical protein;15;28;0,209922772;0,535714286;-0,900464326
7880228;7880228;7881130;7881260;+;-;SCO7092;hypothetical protein;16;28;0,196865376;0,571428571;-0,807354922
;3646035;3644932;;-;-;SCO3296;oxidoreductase;17;28;0,321208119;0,607142857;-0,719892081
8602543;8602543;8603184;;+;-;SCO7774;hypothetical protein;17;28;0,348592576;0,607142857;-0,719892081
;3061961;3061566;3061566;-;-;SCO2804;hypothetical protein;18;28;0,47129552;0,642857143;-0,637429921
8586500;8586500;8586108;;-;-;SCO7753;hypothetical protein;19;28;0,573395891;0,678571429;-0,559427409
;457484;457654;;+;rpmF;SCO0436;50S ribosomal protein L32;21;28;0,596232416;0,75;-0,415037499
4500126;4500126;4500524;4500524;+;-;SCO4101;hypothetical protein;21;28;0,751588516;0,75;-0,415037499
1318792;1318793;1319509;1319509;+;bioD;SCO1246;dithiobiotin synthetase;22;28;0,82926668;0,785714286;-0,347923303
3933089;3933089;3931899;;-;-;SCO3557;septum site determining protein;22;28;1;0,785714286;-0,347923303
1423168;1423113;1422352;1422352;-;-;SCO1346;3-oxoacyl-ACP reductase;25;28;1;0,892857143;-0,163498732
3216312;3216312;3215125;3215125;-;-;SCO2958;bifunctional uroporphyrinogen-III synthetase/response regulator domain-containing protein;27;28;1;0,964285714;-0,05246742
4113418;4113418;4112648;4112648;-;-;SCO3741;response regulator;28;28;1;1;0
4135424;4135273;4135076;4135013;-;-;SCO3762;hypothetical protein;28;28;1;1;0
6011964;6011964;6010717;6010717;-;-;SCO5518;transcriptional regulator;31;28;0,988782178;1,107142857;0,146841388
2742662;2742662;2743459;2743459;+;-;SCO2544;IclR family transcriptional regulator;32;28;1;1,142857143;0,192645078
;5288869;5290443;;+;-;SCO4860;hydrolase;33;28;0,730322499;1,178571429;0,237039197
711810;711633;711379;711378;-;-;SCO0671;hypothetical protein;34;28;1;1,214285714;0,280107919
3079803;3079803;3079189;;-;-;SCO2819;hypothetical protein;34;28;1;1,214285714;0,280107919
3640132;3640178;3641611;3641611;+;-;SCO3291;regulatory protein;34;28;0,636350062;1,214285714;0,280107919
4752722;4752722;4753294;4753716;+;-;SCO4338;hypothetical protein;35;28;1;1,25;0,321928095
;2496748;2497599;2497628;+;-;SCO2325;hypothetical protein;36;28;0,960013769;1,285714286;0,362570079
;6330388;6332565;6332565;+;-;SCO5794;kinase/phosphohydrolase;36;28;0,274578749;1,285714286;0,362570079
7460584;7460584;7461609;7461609;+;-;SCO6709;hypothetical protein;37;28;0,677160529;1,321428571;0,402098444
5203796;5203796;5203137;5203137;-;-;SCO4782;hypothetical protein;38;28;1;1,357142857;0,440572591
8360931;8360931;8360197;;-;-;SCO7539;TetR family transcriptional regulator;39;28;0,8927675;1,392857143;0,478047297
841848;841878;842372;842487;+;-;SCO0795;hypothetical protein;40;28;0,994924068;1,428571429;0,514573173
2518618;2518626;2520308;2520308;+;-;SCO2349;hypothetical protein;40;28;0,18172355;1,428571429;0,514573173
6047756;6047855;6048250;6048320;+;-;SCO5548;hypothetical protein;40;28;1;1,428571429;0,514573173
2177586;2177557;2176826;2176826;-;-;SCO2027;hypothetical protein;41;28;0,665163306;1,464285714;0,550197083
2756017;2756208;2756951;2756951;+;-;SCO2556;hypothetical protein;41;28;0,712352304;1,464285714;0,550197083
884936;884921;883920;883811;-;-;SCO0836;hypothetical protein;47;28;0,163579806;1,678571429;0,74723393
;1945493;1947016;;+;-;SCO1816;hypothetical protein;47;28;0,04172789;1,678571429;0,74723393
;1964651;1964268;1964113;-;-;SCO1834;hypothetical protein;48;28;0,567479266;1,714285714;0,777607579
;7854655;7855026;7855026;+;-;SCO7065;hypothetical protein;48;28;0,609418976;1,714285714;0,777607579
4101508;4101508;4100888;4100888;-;-;SCO3726;hypothetical protein;49;28;0,353177695;1,75;0,807354922
7132153;7132189;7133130;7133130;+;-;SCO6448;AraC-like transcriptional regulator;51;28;0,102776334;1,821428571;0,86507042
;8173887;8175416;8175416;+;-;SCO7361;DNA-binding protein;58;28;0,003354831;2,071428571;1,050626073
4217408;4217476;4219167;4219181;+;-;SCO3835;dehydrogenase;103;28;9,72E-14;3,678571429;1,879145605
298836;298836;298468;298468;-;-;SCO0304;hypothetical protein;6;29;1,71E-05;0,206896552;-2,273018494
;6484965;6485303;;+;-;SCO5917;hypothetical protein;6;29;2,42E-06;0,206896552;-2,273018494
;8084169;8083750;8083674;-;-;SCO7275;hypothetical protein;10;29;0,010186638;0,344827586;-1,5360529
269783;269783;270397;270397;+;-;SCO0278;MutT domain-containing protein;12;29;0,017987248;0,413793103;-1,273018494
960501;960501;960758;;+;-;SCO0915;hypothetical protein;15;29;0,21549907;0,517241379;-0,9510904
7121125;7121125;7122447;7122447;+;-;SCO6438;diaminopimelate decarboxylase;15;29;0,176971953;0,517241379;-0,9510904
3979281;3979272;3978061;3978031;-;-;SCO3602;transmembrane transport protein;16;29;0,190412416;0,551724138;-0,857980995
799944;799944;802766;802796;+;-;SCO0756;ABC transporter;17;29;0,614933392;0,586206897;-0,770518154
;5578902;5580068;;+;-;SCO5131;two-component system sensor kinase;17;29;0,310738084;0,586206897;-0,770518154
650611;650624;651388;651425;+;-;SCO0611;hypothetical protein;18;29;0,349298598;0,620689655;-0,688055994
6692506;6692311;6690041;6690041;-;-;SCO6091;hypothetical protein;18;29;0,733462234;0,620689655;-0,688055994
490392;490350;489373;489373;-;-;SCO0468;hypothetical protein;19;29;0,509941371;0,655172414;-0,610053482
1087655;1087803;1088321;1088321;+;-;SCO1030;hypothetical protein;19;29;0,386864562;0,655172414;-0,610053482
;3121892;3121344;;-;-;SCO2864;hypothetical protein;19;29;0,429202067;0,655172414;-0,610053482
;4652357;4650399;;-;-;SCO4244;hypothetical protein;20;29;1;0,689655172;-0,5360529
270477;270477;271748;;+;-;SCO0279;glycosyl hydrolase;21;29;0,83569455;0,724137931;-0,465663572
1168804;1168804;1167998;1167998;-;-;SCO1111;hypothetical protein;21;29;0,677687151;0,724137931;-0,465663572
;7418440;7418270;;-;-;SCO6679;hypothetical protein;22;29;0,647604179;0,75862069;-0,398549376
5698963;5698963;5698211;;-;-;SCO5237;oxidoreductase;24;29;1;0,827586207;-0,273018494
5760221;5760134;5759307;5759115;-;-;SCO5286;hydrolase;24;29;1;0,827586207;-0,273018494
789837;789837;789337;789337;-;-;SCO0747;hypothetical protein;25;29;1;0,862068966;-0,214124805
4390050;4389862;4389593;4389545;-;-;SCO3993;hypothetical protein;26;29;1;0,896551724;-0,157541277
4976444;4976418;4975855;4975847;-;-;SCO4558;acetyltransferase;27;29;1;0,931034483;-0,103093493
7020648;7020934;7021872;;+;-;SCO6360;ABC transporter ATP-binding protein;27;29;1;0,931034483;-0,103093493
365584;365551;364559;364556;-;-;SCO0360;LacI family DNA-binding transcriptional repressor;28;29;1;0,965517241;-0,050626073
2727390;2727201;2725480;2725480;-;-;SCO2528;2-isopropylmalate synthase;28;29;1;0,965517241;-0,050626073
8178186;8178186;8177482;8177482;-;-;SCO7364;TetR family transcriptional regulator;29;29;1;1;0
1936844;1936844;1938898;1938898;+;-;SCO1807;hypothetical protein;30;29;0,820840348;1,034482759;0,0489096
5497862;5497856;5496474;5496474;-;-;SCO5057;amino acid permease;31;29;1;1,068965517;0,096215315
;7071944;7073755;;+;-;SCO6407;gamma-glutamyltranspeptidase;31;29;0,893228708;1,068965517;0,096215315
2437237;2437237;2436593;2436385;-;-;SCO2268;hypothetical protein;33;29;1;1,137931034;0,186413124
1930823;1930823;1929645;1929644;-;-;SCO1802;two-component system sensor kinase;34;29;0,895525039;1,172413793;0,229481846
;1228966;1230234;;+;-;SCO1168;hypothetical protein;36;29;0,682503341;1,24137931;0,311944006
1830345;1830306;1828915;1828913;-;-;SCO1709;integral membrane transport protein;36;29;0,567091436;1,24137931;0,311944006
6771589;6771589;6770801;6770801;-;-;SCO6168;hypothetical protein;36;29;1;1,24137931;0,311944006
1224211;1224211;1224537;1224537;+;-;SCO1164;hypothetical protein;37;29;1;1,275862069;0,351472371
4789565;4789565;4790059;;+;-;SCO4375;MarR family regulatory protein;37;29;1;1,275862069;0,351472371
8139488;8139467;8139033;8139033;-;-;SCO7328;regulatory protein;37;29;1;1,275862069;0,351472371
762485;762485;762009;761955;-;-;SCO0719;hypothetical protein;38;29;1;1,310344828;0,389946518
;1947013;1948407;1948432;+;-;SCO1817;hypothetical protein;38;29;0,444619791;1,310344828;0,389946518
3328322;3328322;3329113;3329113;+;-;SCO3041;hypothetical protein;38;29;0,915001334;1,310344828;0,389946518
1819009;1819009;1819470;;+;-;SCO1698;hypothetical protein;39;29;1;1,344827586;0,427421224
;4444079;4444873;4445199;+;-;SCO4052;glucose 1-dehydrogenase;39;29;0,830235413;1,344827586;0,427421224
6148202;6148202;6149002;6149714;+;-;SCO5649;hypothetical protein;39;29;0,866316026;1,344827586;0,427421224
7428412;7428452;7433488;7433568;+;-;SCO6687;DNA-binding protein;39;29;0,007896746;1,344827586;0,427421224
6161551;6161548;6160823;6160813;-;-;SCO5661;hypothetical protein;40;29;0,932726527;1,379310345;0,4639471
;1870961;1869768;;-;-;SCO1750;acyl CoA dehydrogenase;41;29;0,365840927;1,413793103;0,499571009
5689000;5689000;5688494;;-;-;SCO5228;acetyltransferase;41;29;0,941753718;1,413793103;0,499571009
603368;603355;601133;601053;-;-;SCO0560;catalase/peroxidase;42;29;0,114211762;1,448275862;0,534336428
4775642;4775642;4776853;;+;-;SCO4362;two component system sensor kinase;43;29;0,27033912;1,482758621;0,56828376
5316977;5317104;5318147;5318147;+;-;SCO4884;lipoprotein;44;29;0,310538345;1,517241379;0,601450624
6739466;6739466;6738552;6738552;-;mmuM;SCO6137;homocysteine methyltransferase;46;29;0,295363814;1,586206897;0,665580961
;7446559;7449240;7449240;+;-;SCO6696;regulatory protein;47;29;0,010186638;1,620689655;0,696607857
3399650;3399624;3399019;3399019;-;-;SCO3103;hypothetical protein;51;29;0,370625818;1,75862069;0,814444347
1739097;1739097;1740071;1740185;+;-;SCO1625;ribosomal pseudouridine synthase;53;29;0,086280665;1,827586207;0,869939459
1696801;1696801;1696361;;-;-;SCO1586;hypothetical protein;56;29;0,30214954;1,931034483;0,949373927
;6892353;6893207;6893207;+;-;SCO6267;hypothetical protein;56;29;0,074387772;1,931034483;0,949373927
1854524;1854524;1854078;;-;-;SCO1736;MarR family transcriptional regulator;60;29;0,171970414;2,068965517;1,0489096
5425664;5425647;5424037;5423974;-;-;SCO4986;D-aminoacylase;61;29;0,001952013;2,103448276;1,072756342
5485654;5485654;5486337;5486366;+;-;SCO5045;hypothetical protein;61;29;0,06689875;2,103448276;1,072756342
1908427;1908395;1908048;1908041;-;-;SCO1783;hypothetical protein;65;29;0,138226347;2,24137931;1,164386818
4663048;4662919;4661315;4661263;-;-;SCO4253;hypothetical protein;165;29;6,22E-38;5,689655172;2,508341219
935237;935237;934332;934332;-;-;SCO0889;LysR family transcriptional regulator;12;30;0,011163772;0,4;-1,321928095
5551920;5551920;5551480;5551480;-;-;SCO5109;hypothetical protein;12;30;0,03014738;0,4;-1,321928095
7038532;7038399;7037737;7037718;-;-;SCO6375;hypothetical protein;13;30;0,045105051;0,433333333;-1,206450877
;7250677;7248851;7248851;-;-;SCO6552;long-chain-fatty-acid-CoA ligase;16;30;0,200282054;0,533333333;-0,906890596
;3810672;3810352;3810316;-;-;SCO3449;hypothetical protein;17;30;0,253815606;0,566666667;-0,819427754
4315327;4315294;4314389;4314389;-;-;SCO3919;LysR family transcriptional regulator;17;30;0,206281787;0,566666667;-0,819427754
;5949349;5948711;5948711;-;-;SCO5462;hypothetical protein;17;30;0,222167519;0,566666667;-0,819427754
;6975153;6975046;;-;-;SCO6316;hypothetical protein;17;30;0,389681573;0,566666667;-0,819427754
;7570044;7568251;7568251;-;-;SCO6807;hypothetical protein;17;30;0,310538345;0,566666667;-0,819427754
;5816598;5817971;5817971;+;-;SCO5349;integrase;19;30;0,526594135;0,633333333;-0,658963082
2764387;2764346;2762403;2762178;-;-;SCO2561;long-chain fatty-acid CoA ligase;20;30;0,879162938;0,666666667;-0,584962501
;4619375;4618881;;-;-;SCO4210;hypothetical protein;20;30;0,45942654;0,666666667;-0,584962501
;4067394;4066804;4066804;-;-;SCO3684;hypothetical protein;22;30;0,683101513;0,733333333;-0,447458977
8628988;8628988;8628356;8628349;-;-;SCO7809;TetR family transcriptional regulator;22;30;0,701800649;0,733333333;-0,447458977
461135;461083;460364;;-;-;SCO0440;hypothetical protein;23;30;0,754887314;0,766666667;-0,38332864
7088429;7088364;7086736;7086500;-;-;SCO6418;hypothetical protein;24;30;1;0,8;-0,321928095
2465169;2465169;2465930;;+;-;SCO2295;hypothetical protein;25;30;1;0,833333333;-0,263034406
453356;453370;454374;454545;+;-;SCO0433;transcriptional regulator;27;30;1;0,9;-0,152003093
;4954999;4955643;;+;-;SCO4536;hypothetical protein;27;30;1;0,9;-0,152003093
7791716;7791565;7790150;7790083;-;-;SCO7013;sugar-binding lipoprotein;27;30;1;0,9;-0,152003093
;8235016;8233775;;-;-;SCO7418;cytochrome P450-family protein;27;30;1;0,9;-0,152003093
5335868;5335877;5336245;5336260;+;-;SCO4902;hypothetical protein;28;30;1;0,933333333;-0,099535674
;6402599;6403366;;+;-;SCO5847;transcriptional regulator;29;30;1;0,966666667;-0,0489096
6871112;6871127;6872257;6872257;+;-;SCO6248;allantoicase;29;30;1;0,966666667;-0,0489096
;424406;423654;423654;-;-;SCO0402;hypothetical protein;30;30;1;1;0
1549307;1549307;1550002;1550039;+;-;SCO1452;hypothetical protein;30;30;1;1;0
2300662;2300785;2301555;;+;-;SCO2139;hypothetical protein;31;30;1;1,033333333;0,047305715
;1606679;1608931;1608931;+;-;SCO1504;regulator;32;30;0,75804167;1,066666667;0,093109404
;2655114;2656115;2656250;+;-;SCO2467;hypothetical protein;34;30;1;1,133333333;0,180572246
3303387;3303326;3302319;3302319;-;-;SCO3020;hypothetical protein;35;30;1;1,166666667;0,222392421
3720635;3720696;3721331;3721341;+;-;SCO3362;hypothetical protein;36;30;1;1,2;0,263034406
6864755;6864755;6865669;6865669;+;-;SCO6242;hypothetical protein;36;30;1;1,2;0,263034406
1215937;1215927;1214956;1214956;-;-;SCO1154;hypothetical protein;37;30;0,927506897;1,233333333;0,30256277
;5027036;5027629;;+;-;SCO4603;NADH dehydrogenase subunit NuoI2;37;30;1;1,233333333;0,30256277
6519667;6519692;6520303;6520303;+;-;SCO5951;transcriptional regulator;37;30;1;1,233333333;0,30256277
4186771;4186809;4187633;4187685;+;-;SCO3808;hypothetical protein;39;30;0,942722663;1,3;0,378511623
2110413;2110465;2111370;;+;-;SCO1971;hypothetical protein;40;30;0,75804167;1,333333333;0,415037499
791912;791880;791701;791665;-;-;SCO0750;hypothetical protein;44;30;1;1,466666667;0,552541023
4368007;4367933;4367283;;-;-;SCO3966;hypothetical protein;46;30;0,630676615;1,533333333;0,61667136
4975800;4975796;4975449;4975424;-;-;SCO4557;hypothetical protein;46;30;0,86076551;1,533333333;0,61667136
5724716;5724715;5723633;5723360;-;-;SCO5264;hypothetical protein;49;30;0,144396708;1,633333333;0,707819249
;1641143;1641868;;+;-;SCO1534;DNA polymerase III subunit epsilon;50;30;0,354164687;1,666666667;0,736965594
;5574160;5574582;;+;-;SCO5127;hypothetical protein;50;30;0,55633573;1,666666667;0,736965594
1786596;1786596;1785910;1785910;-;-;SCO1666;phosphatase;51;30;0,322735625;1,7;0,765534746
;2529534;2528722;2528722;-;-;SCO2361;hypothetical protein;51;30;0,229405651;1,7;0,765534746
4190999;4190999;4191346;;+;-;SCO3812;GntR family transcriptional regulator;52;30;0,610245183;1,733333333;0,793549123
8178701;8178701;8179468;8179552;+;-;SCO7366;hypothetical protein;52;30;0,249676411;1,733333333;0,793549123
;2967589;2966690;2966459;-;-;SCO2722;hypothetical protein;54;30;0,114920146;1,8;0,847996907
8435801;8435801;8436253;8436388;+;-;SCO7608;hypothetical protein;56;30;0,312044517;1,866666667;0,900464326
;3149945;3149058;3149050;-;-;SCO2895;integral membrane transport protein;59;30;0,046804188;1,966666667;0,975752454
2433286;2433311;2434606;2434806;+;-;SCO2264;hypothetical protein;60;30;0,009133925;2;1
202862;202843;202370;202347;-;-;SCO0212;hypothetical protein;63;30;0,137703837;2,1;1,070389328
3624994;3625007;3625663;3625663;+;cobH;SCO3282;precorrin-8X methylmutase;65;30;0,046972318;2,166666667;1,115477217
1964895;1964833;1964648;;-;-;SCO1835;hypothetical protein;111;30;0,003613397;3,7;1,887525271
4064611;4064888;4065388;4065488;+;-;SCO3681;hypothetical protein;10;31;0,005311564;0,322580645;-1,632268215
5004259;5004062;5003571;5003526;-;-;SCO4582;hypothetical protein;12;31;0,01837618;0,387096774;-1,36923381
6731834;6731834;6730923;;-;-;SCO6129;DNA-binding protein;15;31;0,065387592;0,483870968;-1,047305715
8243950;8243950;8243600;8243600;-;-;SCO7429;hypothetical protein;15;31;0,106553475;0,483870968;-1,047305715
4837208;4837208;4836783;4836775;-;-;SCO4419;hypothetical protein;16;31;0,144920848;0,516129032;-0,95419631
;3172118;3172417;3172417;+;-;SCO2921;hypothetical protein;17;31;0,269980067;0,548387097;-0,866733469
7713339;7713425;7714828;;+;-;SCO6950;hypothetical protein;19;31;0,496798595;0,612903226;-0,706268797
7042833;7042737;7042054;7041969;-;-;SCO6379;hypothetical protein;21;31;0,48843522;0,677419355;-0,561878888
632180;632180;633049;633049;+;-;SCO0590;oxidoreductase;22;31;0,701800649;0,709677419;-0,494764692
;1801378;1802454;1802454;+;-;SCO1682;zinc-binding alcohol dehydrogenase;22;31;0,791714941;0,709677419;-0,494764692
;5328004;5327081;5327081;-;-;SCO4893;transport integral membrane protein;23;31;0,783478614;0,741935484;-0,430634354
5783972;5783972;5783226;5783226;-;-;SCO5311;hypothetical protein;23;31;0,731040749;0,741935484;-0,430634354
6767365;6767325;6766414;6766414;-;-;SCO6163;sensor kinase;24;31;1;0,774193548;-0,36923381
4478349;4478431;4479264;;+;-;SCO4085;lipoprotein;25;31;1;0,806451613;-0,310340121
3452228;3452228;3450852;3450852;-;-;SCO3150;hypothetical protein;27;31;1;0,870967742;-0,199308808
5536422;5536422;5536994;5537043;+;-;SCO5095;DNA-binding protein;27;31;1;0,870967742;-0,199308808
;2962235;2962678;2962678;+;-;SCO2719;hypothetical protein;28;31;1;0,903225806;-0,146841388
1848816;1848816;1848412;1848104;-;-;SCO1728;GntR family transcriptional regulator;29;31;1;0,935483871;-0,096215315
;1960424;1962211;;+;-;SCO1830;hypothetical protein;29;31;1;0,935483871;-0,096215315
;3808032;3806179;3806179;-;-;SCO3444;hypothetical protein;29;31;1;0,935483871;-0,096215315
;4032045;4031299;4031299;-;-;SCO3653;two-component system regulator;31;31;1;1;0
7997836;7997836;7998651;7998727;+;-;SCO7194;polysaccharide biosynthesis protein;32;31;1;1,032258065;0,04580369
3536945;3536945;3538660;3538664;+;-;SCO3225;two component sensor kinase;33;31;0,854239627;1,064516129;0,090197809
8293851;8293314;8292151;8292151;-;-;SCO7479;hypothetical protein;33;31;1;1,064516129;0,090197809
3280002;3280002;3280577;;+;-;SCO3006;acetyltransferase;34;31;1;1,096774194;0,133266531
253499;253499;254290;254298;+;-;SCO0265;hydroxylase;35;31;1;1,129032258;0,175086707
5690679;5690671;5689073;5689067;-;-;SCO5229;permease;35;31;0,639230629;1,129032258;0,175086707
;2441220;2439787;2439787;-;-;SCO2271;hypothetical protein;36;31;0,751179562;1,161290323;0,215728691
4142488;4143070;4144254;4144358;+;-;SCO3770;cytochrome P450 oxidoreductase;36;31;0,834064163;1,161290323;0,215728691
4463311;4463358;4464875;4464875;+;-;SCO4070;hypothetical protein;37;31;0,511443965;1,193548387;0,255257055
;1963594;1963007;1962988;-;-;SCO1832;hypothetical protein;38;31;1;1,225806452;0,293731203
;4024598;4023366;4023366;-;-;SCO3645;hydrolase;39;31;0,599927481;1,258064516;0,331205908
;5322438;5323712;;+;-;SCO4888;sugar ABC transporter integral membrane protein;40;31;0,542053774;1,290322581;0,367731785
7503082;7503082;7502204;7501868;-;-;SCO6745;hypothetical protein;40;31;0,835303501;1,290322581;0,367731785
;3059226;3057814;3057814;-;-;SCO2800;two component system histidine kinase;41;31;0,313630685;1,322580645;0,403355694
843762;843808;844860;844880;+;-;SCO0797;hypothetical protein;42;31;0,536642809;1,35483871;0,438121112
2166822;2166835;2167428;2167428;+;-;SCO2021;hypothetical protein;42;31;0,965204222;1,35483871;0,438121112
;2092928;2093836;2094174;+;-;SCO1957;fructokinase;45;31;0,453095254;1,451612903;0,537656786
;4939515;4938790;;-;-;SCO4517;hypothetical protein;45;31;0,661486751;1,451612903;0,537656786
2643942;2643939;2642344;2642198;-;-;SCO2455;spermidine synthase;51;31;0,041254219;1,64516129;0,718229032
2833699;2833686;2833015;2832971;-;-;SCO2609;rod shape-determining protein;51;31;0,411923111;1,64516129;0,718229032
;3083161;3082430;3082424;-;-;SCO2822;decarboxylase;61;31;0,079861363;1,967741935;0,976541027
3344227;3344227;3343070;3343054;-;-;SCO3051;acyl-CoA dehydrogenase;65;31;0,006562336;2,096774194;1,068171503
164017;164017;163235;163235;-;-;SCO0173;hypothetical protein;68;31;0,017987248;2,193548387;1,133266531
;3259130;3258693;3258529;-;-;SCO2989;hypothetical protein;80;31;0,02063506;2,580645161;1,367731785
5585147;5585086;5584655;5584558;-;-;SCO5137;ATP-binding protein;10;32;0,002096147;0,3125;-1,678071905
;796977;797723;;+;-;SCO0754;hypothetical protein;13;32;0,029115893;0,40625;-1,299560282
8618313;8618313;8618951;8618951;+;-;SCO7794;TetR family transcriptional regulator;13;32;0,020459585;0,40625;-1,299560282
3241532;3241532;3242731;3242731;+;-;SCO2977;hypothetical protein;15;32;0,067501207;0,46875;-1,093109404
8577403;8577403;8577879;8577879;+;-;SCO7742;MarR family transcriptional regulator;15;32;0,062060733;0,46875;-1,093109404
;2279554;2278559;;-;-;SCO2118;D-lactate dehydrogenase;20;32;0,45942654;0,625;-0,678071905
3849034;3848995;3847685;3847685;-;-;SCO3484;sugar-binding protein;22;32;0,757375783;0,6875;-0,540568381
6403538;6403579;6404886;;+;-;SCO5848;tagatose 6-phosphate kinase;24;32;1;0,75;-0,415037499
4759042;4759042;4759623;4759720;+;-;SCO4345;hypothetical protein;25;32;0,820840348;0,78125;-0,35614381
4934597;4934597;4934190;4934190;-;-;SCO4510;hypothetical protein;25;32;0,801839876;0,78125;-0,35614381
5283611;5283611;5283201;5283201;-;-;SCO4853;hypothetical protein;25;32;0,836631392;0,78125;-0,35614381
1060018;1060181;1061398;1061398;+;-;SCO1005;insertion element;27;32;1;0,84375;-0,245112498
3008195;3008032;3006815;3006815;-;-;SCO2759;transposase;27;32;1;0,84375;-0,245112498
8608504;8609130;8610347;8610347;+;-;SCO7782;IS110 transposase;27;32;1;0,84375;-0,245112498
6860775;6860775;6859900;;-;-;SCO6236;DNA-binding protein;28;32;1;0,875;-0,192645078
6842700;6842700;6843161;;+;-;SCO6221;lipoprotein;29;32;1;0,90625;-0,142019005
825139;825139;824123;824123;-;-;SCO0776;hypothetical protein;30;32;1;0,9375;-0,093109404
5992097;5992283;5992468;;+;-;SCO5505;hypothetical protein;30;32;1;0,9375;-0,093109404
