Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	M145	MGM14	qValue	fold	log2
	3470354	3473869		+	-	SCO3168	protease	1	1	1	1	0
3474185	3474185	3473958		-	-	SCO3169	hypothetical protein	39	11	0,011626489	3,545454545	1,8259706
	3475167	3474274		-	-	SCO3170	short chain dehydrogenase	5	5	1	1	0
	3476108	3475164		-	-	SCO3171	hydrolase	4	3	1	1,333333333	0,415037499
	3477664	3476105		-	-	SCO3172	monooxygenase	7	1	1	7	2,807354922
	3477824	3478471		+	-	SCO3173	MerR family transcriptional regulator	21	19	1	1,105263158	0,144389909
3479314	3479314	3478490	3478483	-	-	SCO3174	exodeoxyribonuclease	37	33	1	1,121212121	0,165059246
3479341	3479362	3479847	3479909	+	-	SCO3175	acetyltransferase	228	194	1	1,175257732	0,232977172
3481618	3481618	3479867	3479616	-	-	SCO3176	hypothetical protein	46	26	0,128021524	1,769230769	0,823122238
3483236	3483236	3481968	3481930	-	-	SCO3177	hypothetical protein	321	375	0,235614054	856	-0,224317298
	3484608	3484069	3483869	-	-	SCO3179	molybdenum cofactor biosynthesis protein	188	239	0,789657321	0,786610879	-0,346277956
3485117	3485117	3484605		-	moaC	SCO3180	molybdenum cofactor biosynthesis protein MoaC	222	271	0,878487556	0,819188192	-0,287733175
3486478	3486478	3485204	3485118	-	-	SCO3181	molybdopterin biosynthesis protein	189	161	1	1,173913043	0,231325546
3487461	3487461	3486550	3486479	-	-	SCO3182	UTP-glucose-1-phosphate uridylyltransferase	670	571	1	1,173380035	0,23067035
3487543	3487555	3488169	3488169	+	-	SCO3183	hypothetical protein	48	48	1	1	0
3491141	3491068	3488258	3488242	-	-	SCO3184	penicillin acylase	345	355	0,458281218	0,971830986	-0,041222663
3491293	3491383	3492930	3492930	+	-	SCO3185	potassium/proton antiporter	55	86	0,24071293	0,639534884	-0,644905041
3493010	3493179	3494444	3494444	+	-	SCO3186	ABC transporter	87	53	0,252134021	1,641509434	0,715023041
3494504	3494512	3494844	3494890	+	-	SCO3187	hypothetical protein	1966	1227	1	1,602281989	0,680128073
3494895	3494975	3495817	3495982	+	-	SCO3188	5'-methylthioadenosine phosphorylase	131	162	0,850684971	0,808641975	-0,306427001
	3496079	3496558		+	-	SCO3189	hypothetical protein	16	10	1	1,6	0,678071905
3496643	3496670	3497140	3497255	+	-	SCO3190	mechanosensitive channel	132	113	1	1,168141593	0,224215157
3497357	3497357	3497181	3497124	-	-	SCO3191	hypothetical protein	108	133	1	0,812030075	-0,300394933
3497279	3497381	3498703	3498722	+	-	SCO3192	hypothetical protein	55	36	0,430956639	1,527777778	0,611434712
	3498864	3499910		+	-	SCO3193	hypothetical protein	31	24	0,917194894	1,291666667	0,36923381
3500040	3500071	3501294	3501299	+	-	SCO3194	lipoprotein	3000	1376	0,898204408	2,180232558	1,124482031
3501310	3501532	3502212	3502244	+	-	SCO3195	hypothetical protein	88	45	0,051551036	1,955555556	0,967578522
3504346	3504346	3502247	3501967	-	-	SCO3196	fructose-specific permease	341	602	1,57E-06	0,566445183	-0,819991748
	3505421	3504474	3504385	-	-	SCO3197	1-phosphofructokinase	79	127	0,254504612	0,622047244	-0,684903939
3506203	3506179	3505418		-	-	SCO3198	DeoR family transcriptional regulator	192	472	2,31E-06	0,406779661	-1,297680549
	3507907	3506390		-	-	SCO3199	transmembrane efflux protein	10	17	1	0,588235294	-0,765534746
	3507970	3508941		+	-	SCO3200	DeoR family transcriptional regulator	3	7	1	0,428571429	-1,222392421
3509954	3509954	3509244	3509078	-	-	SCO3201	TetR family transcriptional regulator	59	69	1	0,855072464	-0,225881407
3511738	3511379	3510381	3510260	-	-	SCO3202	RNA polymerase principal sigma factor	678	514	1	1,319066148	0,399516914
3511595	3511595	3512110	3512157	+	-	SCO3203	phosphinothricin acetyltransferase	42	38	1	1,105263158	0,144389909
	3512904	3512143		-	-	SCO3204	hypothetical protein	3	1	1	3	1,584962501
3513024	3513024	3513515	3513589	+	-	SCO3205	MarR family transcriptional regulator	74	92	1	0,804347826	-0,31410859
	3515160	3513616		-	-	SCO3206	transmembrane efflux protein	26	23	1	1,130434783	0,176877762
	3516036	3515302		-	-	SCO3207	TetR family transcriptional regulator	19	22	1	0,863636364	-0,211504105
	3516275	3517573		+	-	SCO3208	hypothetical protein	1	1	1	1	0
	3517633	3519207		+	-	SCO3209	transcriptional regulator	7	5	1	1,4	0,485426827
	3520903	3519449		-	-	SCO3210	2-dehydro-3-deoxyheptonate aldolase	1	1	1	1	0
	3521676	3520900		-	-	SCO3211	indoleglycerol phosphate synthase	2	1	1	2	1
	3522680	3521673		-	-	SCO3212	anthranilate phosphoribotransferase	1	1	1	1	0
	3523299	3522697		-	-	SCO3213	anthranilate synthase component II	1	1	1	1	0
	3524831	3523296		-	-	SCO3214	anthranilate synthase component I	1	1	1	1	0
	3525844	3524828		-	-	SCO3215	hypothetical protein	1	1	1	1	0
	3526137	3528527		+	-	SCO3216	integral membrane ATPase	6	2	1	3	1,584962501
	3529272	3531188		+	-	SCO3217	transcriptional regulator	16	25	0,785708375	0,64	-0,64385619
3531489	3531465	3531250	3531250	-	-	SCO3218	hypothetical protein	18	50	0,382758104	0,36	-1,473931188
	3532763	3531588		-	-	SCO3219	lipase	1	1	1	1	0
	3533399	3532971		-	-	SCO3220	hypothetical protein	1	1	1	1	0
	3534346	3533492		-	-	SCO3221	prephenate dehydrogenase	1	1	1	1	0
	3534899	3534444		-	-	SCO3222	hypothetical protein	4	1	1	4	2
	3535848	3535054		-	-	SCO3223	ABC transporter	16	12	1	1,333333333	0,415037499
	3536808	3535855		-	-	SCO3224	ABC transporter ATP-binding protein	18	14	1	1,285714286	0,362570079
	3536945	3538660		+	-	SCO3225	two component sensor kinase	22	21	1	1,047619048	0,067114196
3538661	3538679	3539347	3539479	+	-	SCO3226	two component system response regulator	223	180	1	1,238888889	0,309046804
	3540671	3539337		-	-	SCO3227	aminotransferase	2	1	1	2	1
	3541801	3540668		-	-	SCO3228	glycolate oxidase	2	1	1	2	1
	3543066	3541951		-	-	SCO3229	4-hydroxyphenylpyruvic acid dioxygenase	1	1	1	1	0
	3543335	3565726		+	-	SCO3230	CDA peptide synthetase I	1	1	1	1	0
	3565723	3576735		+	-	SCO3231	CDA peptide synthetase II	2	2	1	1	0
	3576735	3583988		+	-	SCO3232	CDA peptide synthetase III	1	1	1	1	0
	3583992	3584810		+	-	SCO3233	hydrolase	4	2	1	2	1
	3584822	3585724		+	-	SCO3234	phosphotransferase	7	4	1	1,75	0,807354922
	3587647	3585800		-	-	SCO3235	ABC transporter	1	1	1	1	0
	3588688	3587687		-	-	SCO3236	oxygenase	2	3	1	0,666666667	-0,584962501
	3590134	3588746		-	-	SCO3237	hypothetical protein	1	1	1	1	0
	3591306	3590146		-	-	SCO3238	hypothetical protein	1	1	1	1	0
	3592182	3591313		-	-	SCO3239	hypothetical protein	1	1	1	1	0
	3592889	3592179		-	-	SCO3240	hypothetical protein	1	1	1	1	0
	3593758	3592886		-	-	SCO3241	hypothetical protein	3	1	1	3	1,584962501
	3594630	3593755		-	-	SCO3242	puitative transferase	1	1	1	1	0
	3595793	3594627		-	-	SCO3243	myo-inositol phosphate synthase	1	3	1	0,333333333	-1,584962501
	3596640	3595843		-	-	SCO3244	hypothetical protein	1	2	1	0,5	-1
	3597970	3596708		-	-	SCO3245	salicylate hydroxylase	1	1	1	1	0
	3599009	3598017		-	-	SCO3246	3-oxoacyl-ACP synthase	1	1	1	1	0
	3600808	3599006		-	-	SCO3247	acyl CoA oxidase	1	1	1	1	0
	3602078	3600858		-	-	SCO3248	3-oxoacyl-ACP synthase	1	2	1	0,5	-1
	3602320	3602075		-	-	SCO3249	acyl carrier protein	5	7	1	0,714285714	-0,485426827
	3603907	3602753		-	-	SCO3250	integrase	1	1	1	1	0
	3604107	3603907		-	-	SCO3251	excisionase	1	1	1	1	0
	3605504	3604104		-	-	SCO3252	replication initiator protein	1	1	1	1	0
	3605911	3605594		-	-	SCO3253	SpdD protein	1	1	1	1	0
	3606090	3605935		-	-	SCO3254	SpdC protein	1	1	1	1	0
	3606263	3606102		-	-	SCO3255	SpdB protein	1	1	1	1	0
	3606979	3606326		-	-	SCO3256	SpdA protein	1	1	1	1	0
	3608416	3607061		-	-	SCO3257	plasmid transfer protein	1	1	1	1	0
	3608776	3608420		-	-	SCO3258	regulatory protein	7	18	1	0,388888889	-1,362570079
3609700	3609695	3608916	3608910	-	-	SCO3259	korSA, regulatory protein	96	115	1	0,834782609	-0,26052755
	3609789	3610178		+	-	SCO3260	MutT-like protein	29	23	1	1,260869565	0,334419039
3610721	3610876	3612171		+	-	SCO3261	ATP-binding protein	252	227	1	1,110132159	0,150731436
	3612168	3612917	3613206	+	-	SCO3262	hypothetical protein	279	291	1	0,958762887	-0,060754031
	3613631	3613332		-	-	SCO3263	hypothetical protein	4	1	1	4	2
	3614359	3613628		-	-	SCO3264	GntR family transcriptional regulator	1	1	1	1	0
	3614592	3614368		-	-	SCO3265	hypothetical protein	1	1	1	1	0
	3614792	3614589		-	-	SCO3266	hypothetical protein	1	1	1	1	0
	3614834	3615034		+	-	SCO3267	hypothetical protein	1	1	1	1	0
	3615400	3615122		-	-	SCO3268	hypothetical protein	3	1	1	3	1,584962501
3615480	3615480	3616235	3616235	+	-	SCO3269	GntR family transcriptional regulator	15	66	2,14E-06	0,227272727	-2,137503524
3616286	3616286	3616798	3616868	+	-	SCO3270	hypothetical protein	22	47	0,368429434	0,468085106	-1,095157233
	3617075	3617377		+	-	SCO3271	dehydrogenase	6	9	1	0,666666667	-0,584962501
	3617980	3617612		-	-	SCO3272	DNA-binding protein	10	9	1	1,111111111	0,152003093
3618213	3618213	3618479		+	-	SCO3273	hypothetical protein	98	215	0,061920152	0,455813953	-1,133483005
	3618476	3618922	3619209	+	-	SCO3274	hypothetical protein	71	160	0,031710759	0,44375	-1,172180975
3619484	3619469	3619017	3619017	-	-	SCO3275	MerR family transcriptional regulator	56	60	1	0,933333333	-0,099535674
	3619892	3621391		+	-	SCO3276	integral membrane transporter	14	12	1	1,166666667	0,222392421
	3622270	3621404		-	-	SCO3277	phosphotransferase	1	1	1	1	0
	3622465	3622593		+	-	SCO3278	hypothetical protein	1	1	1	1	0
	3622590	3623804		+	-	SCO3279	integral membrane efflux protein	1	1	1	1	0
	3623801	3624412		+	-	SCO3280	hypothetical protein	1	3	1	0,333333333	-1,584962501
	3624859	3624449		-	-	SCO3281	hypothetical protein	23	7	0,018026004	3,285714286	1,716207034
	3625007	3625663		+	cobH	SCO3282	precorrin-8X methylmutase	21	15	0,850206537	1,4	0,485426827
3626557	3626462	3625695	3625695	-	-	SCO3283	cobalt-precorrin-6x reductase	35	30	1	1,166666667	0,222392421
	3626633	3628768		+	-	SCO3284	hypothetical protein	9	7	1	1,285714286	0,362570079
3634208	3634123	3628805	3628805	-	-	SCO3285	large glycine/alanine rich protein	31	118	7,18E-13	0,262711864	-1,928446739
3636350	3636242	3634209	3634209	-	-	SCO3286	hypothetical protein	232	1231	1,35E-87	0,188464663	-2,407634051
	3636329	3636847		+	-	SCO3287	serine/arginine rich protein	1	2	1	0,5	-1
	3636856	3637587		+	-	SCO3288	hypothetical protein	4	1	1	4	2
	3637594	3639204		+	-	SCO3289	large membrane protein	2	1	1	2	1
	3639201	3639950		+	-	SCO3290	hypothetical protein	1	1	1	1	0
3640142	3640178	3641611	3641611	+	-	SCO3291	regulatory protein	44	58	0,976878336	0,75862069	-0,398549376
3642254	3642248	3641739	3641739	-	-	SCO3292	hypothetical protein	26	59	0,212788498	0,440677966	-1,182203331
	3642811	3642308		-	-	SCO3293	small integral membrane protein	5	9	1	0,555555556	-0,847996907
	3644163	3642817		-	-	SCO3294	transferase	2	7	1	0,285714286	-1,807354922
	3644935	3644267		-	-	SCO3295	oxidoreductase	3	3	1	1	0
	3646035	3644932		-	-	SCO3296	oxidoreductase	1	4	1	0,25	-2
3646131	3646131	3646469	3646469	+	-	SCO3297	hypothetical protein	29	31	1	0,935483871	-0,096215315
3646539	3646539	3647321	3647454	+	-	SCO3298	oxidoreductase	57	29	0,085689505	1,965517241	0,974909019
3648555	3648548	3647355	3647348	-	-	SCO3299	hypothetical protein	42	91	0,012677057	0,461538462	-1,115477217
3648648	3648648	3649631	3649649	+	-	SCO3300	hypothetical protein	143	151	1	0,947019868	-0,078533403
3649730	3649764	3650615	3650616	+	-	SCO3301	hypothetical protein	223	252	1	0,884920635	-0,176380024
3650694	3650705	3652006	3652177	+	-	SCO3302	hypothetical protein	133	126	1	1,055555556	0,078002512
3654054	3654001	3652259	3652250	-	lysK	SCO3303	lysyl-tRNA synthetase	271	234	1	1,158119658	0,211784322
3654156	3654175	3655935	3655935	+	argS	SCO3304	arginyl-tRNA synthetase	196	244	0,29278268	0,803278689	-0,316027493
3656042	3656071	3657396	3657396	+	-	SCO3305	hypothetical protein	41	33	1	1,242424242	0,313157885
	3658543	3657329		-	-	SCO3306	aminotransferase	18	21	1	0,857142857	-0,222392421
3659571	3659537	3658635	3658544	-	-	SCO3307	hypothetical protein	89	93	1	0,956989247	-0,06342538
3661058	3661035	3659641	3659641	-	-	SCO3308	DNA-binding protein	99	87	1	1,137931034	0,186413124
3662049	3661555	3661178	3661178	-	-	SCO3309	hypothetical protein	86	145	0,471304777	0,593103448	-0,753644335
	3661737	3661991		+	-	SCO3310	hypothetical protein	4	3	1	1,333333333	0,415037499
3663042	3663042	3662050	3662050	-	-	SCO3311	delta-aminolevulinic acid dehydratase	1570	1951	0,014838714	0,80471553	-0,313449219
3663566	3663566	3663976	3664027	+	-	SCO3312	hypothetical protein	88	42	0,052058754	2,095238095	1,067114196
	3664890	3663973		-	-	SCO3313	hypothetical protein	5	5	1	1	0
	3666136	3665180		-	-	SCO3314	dehydrogenase	8	7	1	1,142857143	0,192645078
	3666265	3666957		+	-	SCO3315	transcriptional regulator	16	12	1	1,333333333	0,415037499
3667760	3667756	3666980	3666964	-	-	SCO3316	dehydrogenase	70	74	1	0,945945946	-0,080170349
	3669720	3668023	3668005	-	-	SCO3317	uroporphyrin-III C-methyltransferase/uroporphyrinogen-III synthase	754	929	0,032407152	0,811625404	-0,301114073
	3670676	3669717		-	hemC	SCO3318	porphobilinogen deaminase	781	926	0,075068763	0,843412527	-0,245689645
	3672418	3670673		-	hemA	SCO3319	glutamyl-tRNA reductase	415	621	4,57E-04	0,668276973	-0,581481932
3673241	3673191	3672415		-	-	SCO3320	redox-sensing transcriptional repressor Rex	629	736	0,1354143	0,854619565	-0,226645749
3673771	3673771	3673466	3673359	-	-	SCO3321	redoxin	52	75	1	0,693333333	-0,528378972
3673928	3673970	3674866	3674927	+	-	SCO3322	hypothetical protein	204	207	1	0,985507246	-0,021061616
	3675442	3675975		+	-	SCO3323	RNA polymerase sigma factor	2	1	1	2	1
3676214	3676214	3677473	3677473	+	-	SCO3324	hypothetical protein	102	85	1	1,2	0,263034406
3678596	3678582	3677515	3677420	-	-	SCO3325	hypothetical protein	116	120	1	0,966666667	-0,0489096
3679699	3679658	3678597	3678597	-	-	SCO3326	epimerase	277	376	0,275576214	0,736702128	-0,440846686
3679946	3679946	3679848	3679808	-	-	SCO3327	hypothetical protein	1197	1584	0,492709094	0,755681818	-0,404149183
3680332	3680268	3680056	3679947	-	-	SCO3328	hypothetical protein	1586	2897	4,14E-04	0,547462893	-0,869166914
	3681213	3680398		-	-	SCO3329	hypothetical protein	5	15	1	0,333333333	-1,584962501
3682629	3682610	3681507	3681507	-	-	SCO3330	acetoin utilization protein	114	122	1	0,93442623	-0,097847323
	3683877	3682630		-	-	SCO3331	transmembrane transport protein	11	12	1	0,916666667	-0,125530882
3684617	3684617	3683901	3683901	-	-	SCO3332	hypothetical protein	39	73	0,265893223	0,534246575	-0,90442234
3685341	3685341	3684694	3684618	-	-	SCO3333	hydrolase	124	132	1	0,939393939	-0,090197809
3691326	3691374	3692384	3692439	+	-	SCO3334	tryptophanyl-tRNA synthetase	42	48	1	875	-0,192645078
	3693343	3692339		-	-	SCO3335	AraC family transcription regulator	2	1	1	2	1
	3693418	3693999		+	-	SCO3336	hydrolase	3	5	1	0,6	-0,736965594
3694917	3694917	3694063	3694018	-	-	SCO3337	pyrroline-5-carboxylate reductase	80	42	0,063266857	1,904761905	0,929610672
	3695923	3695123		-	-	SCO3338	hypothetical protein	19	10	0,223756522	1,9	0,925999419
	3696750	3695920		-	-	SCO3339	ABC transporter ATP-binding protein	32	17	0,187567622	1,882352941	0,912537159
	3697673	3696891		-	-	SCO3340	hypothetical protein	10	9	1	1,111111111	0,152003093
3699185	3699173	3698670	3698576	-	-	SCO3341	hypothetical protein	595	445	1	1,337078652	0,419084332
3699915	3699889	3699215	3699215	-	-	SCO3342	glycine-rich hypothetical protein	1043	893	0,958901023	1,167973124	0,224007077
3700430	3700430	3700056	3699921	-	-	SCO3343	hypothetical protein	62	120	0,25828504	0,516666667	-0,952694285
3700545	3700571	3702733	3702754	+	-	SCO3344	Ser/Thr protein kinase	326	353	0,219718766	0,923512748	-0,114796219
3704617	3704612	3702759	3702751	-	-	SCO3345	dihydroxy-acid dehydratase	109	104	1	1,048076923	0,067744607
	3705382	3704768	3704768	-	-	SCO3346	transcriptional regulator	44	35	1	1,257142857	0,330148602
3706236	3706236	3705379		-	-	SCO3347	hypothetical protein	108	88	1	1,227272727	0,295455884
3707327	3707327	3706398	3706398	-	-	SCO3348	DNA-binding protein	43	53	1	0,811320755	-0,3016557
3707399	3707399	3708214	3708522	+	-	SCO3349	hypothetical protein	1259	1189	0,820511386	1,058873003	0,082529568
	3710074	3708278		-	-	SCO3350	hypothetical protein	3	1	1	3	1,584962501
3710688	3710688	3712097	3712123	+	-	SCO3351	DNA repair protein RadA	150	273	0,092746463	0,549450549	-0,86393845
3712125	3712179	3713303	3713432	+	-	SCO3352	DNA integrity scanning protein DisA	521	699	0,012759499	0,745350501	-0,424009083
3714167	3713720	3713340	3713251	-	-	SCO3353	hypothetical protein	234	212	1	1,103773585	0,142444265
	3713731	3714135		+	-	SCO3354	hypothetical protein	2	2	1	1	0
3714378	3714378	3715304	3715349	+	-	SCO3355	adenine glycosylase	102	84	1	1,214285714	0,280107919
3715520	3715604	3716137	3716150	+	-	SCO3356	ECF sigma factor	10059	6540	1	1,538073394	0,621124348
3716167	3716194	3716802	3716802	+	-	SCO3357	hypothetical protein	933	653	1	1,428790199	0,514794089
3716848	3716926	3717630	3717630	+	-	SCO3358	two-component system response regulator	450	296	0,701217782	1,52027027	0,604327826
3717631	3717647	3719170	3719300	+	-	SCO3359	sensory histidine kinase contains hydrophobic membrane spanning regions	285	148	0,135412644	1,925675676	0,945364743
	3720033	3719200		-	-	SCO3360	hypothetical protein	10	20	0,823615896	0,5	-1
	3720577	3720125		-	-	SCO3361	transcription regulator AsnC	5	13	1	0,384615385	-1,378511623
3720682	3720696	3721331	3721331	+	-	SCO3362	hypothetical protein	25	43	0,762056156	0,581395349	-0,782408565
3721342	3721342	3721785	3721785	+	-	SCO3363	acetyltransferase	81	112	1	0,723214286	-0,467504919
3721786	3721792	3722244	3722244	+	-	SCO3364	hypothetical protein	38	61	0,910662595	0,62295082	-0,682809824
3723256	3723256	3722414	3721999	-	-	SCO3365	hypothetical protein	47	47	1	1	0
3725477	3725439	3723844	3723844	-	-	SCO3366	exporter	68	98	0,297704798	0,693877551	-0,527247003
3725589	3725598	3726185	3726226	+	-	SCO3367	TetR family transcriptional regulator	143	222	0,261881685	0,644144144	-0,63454453
	3726905	3726219		-	-	SCO3368	peptidase	22	10	0,112554314	2,2	1,137503524
	3727304	3729892		+	-	SCO3369	large ATP-binding protein	14	19	1	0,736842105	-0,440572591
	3729902	3732487		+	-	SCO3370	large ATP-binding protein	4	8	1	0,5	-1
	3732558	3733277		+	-	SCO3371	hypothetical protein	1	1	1	1	0
	3733321	3736353		+	-	SCO3372	large ATP-binding protein	18	21	1	0,857142857	-0,222392421
3739047	3738956	3736431	3736393	-	-	SCO3373	Clp-family ATP-binding protease	2460	2928	7,49E-04	0,840163934	-0,251257238
	3739398	3740099		+	-	SCO3374	hypothetical protein	19	16	1	1,1875	0,247927513
3740514	3740435	3740100	3739350	-	-	SCO3375	Lsr2-like protein	2539	2588	0,498457189	0,981066461	-0,027577222
3741220	3741220	3740711	3740676	-	-	SCO3376	N-acetylglutamate synthase	166	174	1	0,954022989	-0,067904065
3741624	3741604	3741230	3741221	-	-	SCO3377	hypothetical protein	109	136	1	0,801470588	-0,319278516
3741942	3741942	3741763	3741754	-	-	SCO3378	small membrane protein	311	357	1	0,871148459	-0,199009494
	3742592	3741966		-	-	SCO3379	hypothetical protein	5	1	1	5	2,321928095
3743828	3743823	3743026	3742995	-	-	SCO3380	pantothenate kinase	145	149	1	0,973154362	-0,03925943
3744823	3744818	3743829	3743829	-	-	SCO3381	nicotinate-nucleotide pyrophosphorylase	151	146	1	1,034246575	0,04858018
	3746566	3744824	3744824	-	-	SCO3382	L-aspartate oxidase	57	43	0,971512641	1,325581395	0,406625259
	3747576	3746563		-	panC	SCO3383	pantoate--beta-alanine ligase	30	24	1	1,25	0,321928095
3748867	3748835	3747573		-	-	SCO3384	hypothetical protein	32	50	0,596092472	0,64	-0,64385619
	3749036	3750247		+	-	SCO3385	L-allo-threonine aldolase	18	18	1	1	0
	3750419	3750691		+	-	SCO3386	hypothetical protein	21	15	0,779408526	1,4	0,485426827
	3750688	3751794	3751825	+	-	SCO3387	transcriptional regulator	42	61	0,786038064	0,68852459	-0,538419915
	3752478	3751837		-	-	SCO3388	TmrB-like protein	22	7	0,011204544	3,142857143	1,652076697
3753242	3753213	3752539	3752528	-	-	SCO3389	two component system response regulator	46	2102	0	0,02188392	-5,513984998
3754484	3754484	3753279	3753279	-	-	SCO3390	two component sensor kinase	76	119	0,177842611	0,638655462	-0,64689025
3754603	3754603	3755691	3755691	+	-	SCO3391	hypothetical protein	38	28	0,845607721	1,357142857	0,440572591
3756807	3756807	3755656	3755613	-	-	SCO3392	NADH dehydrogenase subunit NuoD2	191	258	0,885111962	0,740310078	-0,433798427
3756869	3756941	3757396		+	-	SCO3393	hypothetical protein	83	109	1	0,76146789	-0,393144893
	3757393	3759117		+	-	SCO3394	hypothetical protein	25	23	1	1,086956522	0,120294234
3760322	3760322	3759147	3759013	-	-	SCO3395	hypothetical protein	230	182	1	1,263736264	0,337695411
3761840	3761706	3760573	3760323	-	-	SCO3396	hypothetical protein	863	554	1	1,557761733	0,639474583
3761797	3761869	3763674	3764052	+	-	SCO3397	integral membrane lysyl-tRNA synthetase	802	278	6,17E-04	2,884892086	1,528517354
3764056	3764143	3765009		+	-	SCO3398	dihydropteroate synthase	526	432	1	1,217592593	0,284031487
	3765006	3765509	3765651	+	-	SCO3399	hypothetical protein	49	37	0,940157287	1,324324324	0,405256478
3765767	3765814	3766173		+	-	SCO3400	dihydroneopterin aldolase	122	194	0,504643059	0,628865979	-0,669175505
	3766170	3766781	3766781	+	-	SCO3401	hydroxymethyldihydropteridine pyrophosphokinase	103	90	1	1,144444444	0,194647431
3766815	3766852	3767340	3767352	+	-	SCO3402	hypothetical protein	153	202	0,886440934	0,757425743	-0,40082364
3768002	3767961	3767356	3767222	-	folE	SCO3403	GTP cyclohydrolase I	354	398	1	0,889447236	-0,16901907
3770150	3770099	3768093	3768044	-	-	SCO3404	cell division protein FtsH-like protein	1272	1338	0,034179512	0,950672646	-0,072979445
3770950	3770892	3770329	3770158	-	-	SCO3405	hypoxanthine phosphoribosyltransferase	885	824	0,90148213	1,074029126	0,103033118
	3772022	3770964		-	-	SCO3406	hypothetical protein	20	28	1	0,714285714	-0,485426827
3773342	3773342	3772215	3772158	-	-	SCO3407	hypothetical protein	192	260	0,910239292	0,738461538	-0,437405312
3775079	3774843	3773464	3773464	-	-	SCO3408	hypothetical protein	60	42	0,627190289	1,428571429	0,514573173
3774824	3775145	3775636	3775636	+	-	SCO3409	inorganic pyrophosphatase	2526	3042	0,04896457	0,830374753	-0,268165514
3775714	3775723	3777459	3777474	+	-	SCO3410	hypothetical protein	135	147	1	0,918367347	-0,122856748
3778397	3778367	3777456	3777449	-	-	SCO3411	hypothetical protein	75	46	0,265805563	1,630434783	0,705256734
3778531	3778548	3778868	3779175	+	-	SCO3412	hypothetical protein	79	93	1	0,849462366	-0,235378063
3779675	3779675	3778914	3778914	-	-	SCO3413	transcriptional regulator	56	58	1	0,965517241	-0,050626073
3780278	3780231	3779785	3779745	-	-	SCO3414	transcriptional regulator	66	80	1	825	-0,277533976
	3780468	3781268		+	-	SCO3415	esterase	3	1	1	3	1,584962501
	3781328	3782755		+	-	SCO3416	glutamate decarboxylase	4	2	1	2	1
	3783685	3782903		-	-	SCO3417	ABC transporter	5	6	1	0,833333333	-0,263034406
	3784629	3783682		-	-	SCO3418	ABC transporter ATP-binding protein	8	4	1	2	1
3785440	3785358	3784717	3784717	-	-	SCO3419	hypothetical protein	64	126	0,081204549	0,507936508	-0,977279923
3786919	3786901	3785441	3785441	-	-	SCO3420	aldehyde dehydrogenase	128	134	1	0,955223881	-0,06608919
3787851	3787801	3786977	3786977	-	-	SCO3421	hypothetical protein	196	163	1	1,202453988	0,26598169
	3788114	3787911		-	-	SCO3422	hypothetical protein	3	5	1	0,6	-0,736965594
3788153	3788179	3788643	3788854	+	-	SCO3423	regulator	60	34	0,272071569	1,764705882	0,819427754
3788945	3788943	3788692	3788448	-	-	SCO3424	regulator	74	54	0,844071351	1,37037037	0,454565863
	3789487	3789248		-	-	SCO3425	30S ribosomal protein S18	6	1	1	6	2,584962501
	3790681	3789569		-	-	SCO3426	hypothetical protein	28	3	6,26E-23	9,333333333	3,222392421
3790932	3790932	3790678		-	rpmE2	SCO3427	50S ribosomal protein L31	37	9	0,001589816	4,111111111	2,039528364
	3791103	3790939		-	rpmG	SCO3428	50S ribosomal protein L33	10	3	1	3,333333333	1,736965594
	3791176	3791412		+	rpmB	SCO3429	50S ribosomal protein L28	15	3	1	5	2,321928095
	3791412	3791717		+	rpsN	SCO3430	30S ribosomal protein S14	13	2	1	6,5	2,700439718
3791719	3791719	3792453	3792453	+	-	SCO3431	hypothetical protein	38	42	1	0,904761905	-0,144389909
	3793668	3792412		-	-	SCO3432	hypothetical protein	9	6	1	1,5	0,584962501
3793755	3793755	3794531	3794612	+	-	SCO3433	hypothetical protein	72	104	0,692585657	0,692307692	-0,530514717
3794730	3794733	3796424	3796424	+	-	SCO3434	DNA polymerase I	24	36	0,753444198	0,666666667	-0,584962501
3796515	3796515	3797402	3797402	+	-	SCO3435	transcriptional regulator	14	24	0,886440934	0,583333333	-0,777607579
	3797490	3799043		+	-	SCO3436	fatty acid CoA ligase	4	6	1	0,666666667	-0,584962501
	3800455	3799715		-	-	SCO3437	hypothetical protein	6	1	1	6	2,584962501
	3801675	3800452		-	-	SCO3438	hypothetical protein	2	1	1	2	1
	3801757	3802629		+	-	SCO3439	hypothetical protein	8	3	1	2,666666667	1,415037499
	3802689	3803408		+	-	SCO3440	hypothetical protein	1	1	1	1	0
	3803405	3803974		+	-	SCO3441	hypothetical protein	2	1	1	2	1
	3804032	3804376		+	-	SCO3442	hypothetical protein	5	9	1	0,555555556	-0,847996907
3806042	3806037	3804673	3804673	-	-	SCO3443	pyridine nucleotide-disulfide oxidoreductase	37	75	0,035913707	0,493333333	-1,019365325
	3808032	3806179		-	-	SCO3444	hypothetical protein	12	14	1	0,857142857	-0,222392421
	3808335	3808168		-	-	SCO3445	small membrane protein	15	17	1	0,882352941	-0,180572246
	3809106	3808429		-	-	SCO3446	dehalogenase	7	14	1	0,5	-1
3809930	3809930	3809247	3809187	-	-	SCO3447	transcriptional regulator	31	31	1	1	0
