Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;M145;MGM12;qValue;fold;log2(fold)
1870961;1870961;1869768;1869768;-;-;SCO1750;acyl CoA dehydrogenase;29;33;0,362321003;0,878787879;-0,186413124
7237214;7237214;7237894;7237894;+;-;SCO6544;hypothetical protein;29;33;0,590651101;0,878787879;-0,186413124
8532086;8532086;8532541;;+;-;SCO7696;MarR family transcriptional regulator;29;33;0,714658387;0,878787879;-0,186413124
;8455893;8457134;8457134;+;-;SCO7629;starvation sensing protein;30;33;0,430225118;0,909090909;-0,137503524
2474024;2474024;2473023;;-;-;SCO2304;dehydrogenase;31;33;0,594868451;0,939393939;-0,090197809
;5715773;5715144;5715144;-;-;SCO5256;hypothetical protein;31;33;0,801055203;0,939393939;-0,090197809
;1964651;1964268;;-;-;SCO1834;hypothetical protein;32;33;0,926379176;0,96969697;-0,044394119
3284812;3284812;3283865;;-;-;SCO3010;hypothetical protein;33;33;0,749019031;1;0
;7019506;7020435;;+;-;SCO6359;hypothetical protein;33;33;0,718934923;1;0
;5187291;5188997;5188997;+;-;SCO4774;glycerol phosphate dehydrogenase;34;33;0,636561823;1,03030303;0,043068722
;4347161;4348843;4348843;+;-;SCO3948;two component sensor;35;33;0,634227578;1,060606061;0,084888898
;4845768;4842787;;-;-;SCO4426;regulatory protein;35;33;0,379752074;1,060606061;0,084888898
8245092;8245092;8244832;8244832;-;-;SCO7431;hypothetical protein;37;33;1;1,121212121;0,165059246
;1258218;1259243;1259243;+;-;SCO1186;LacI family transcriptional regulator;40;33;1;1,212121212;0,277533976
;1305813;1304188;;-;-;SCO1230;tripeptidylaminopeptidase;40;33;1;1,212121212;0,277533976
1996295;1996295;1995204;1995204;-;-;SCO1861;hypothetical protein;42;33;1;1,272727273;0,347923303
1292195;1292195;1292698;1292698;+;-;SCO1221;transcription regulator AsnC;43;33;1;1,303030303;0,381870635
;5760383;5760877;5760877;+;-;SCO5287;MarR family transcriptional regulator;43;33;1;1,303030303;0,381870635
;2421804;2420563;2420563;-;-;SCO2254;transmembrane efflux protein;47;33;1;1,424242424;0,510194732
;3439685;3438624;;-;-;SCO3138;galactose-1-phosphate uridylyltransferase;47;33;1;1,424242424;0,510194732
2791648;2791648;2790362;;-;proA;SCO2585;gamma-glutamyl phosphate reductase;48;33;1;1,454545455;0,540568381
;7968850;7968419;;-;-;SCO7171;lyase;48;33;1;1,454545455;0,540568381
;4443585;4444082;;+;-;SCO4051;hypothetical protein;49;33;1;1,484848485;0,570315725
;2548787;2547771;2547771;-;-;SCO2377;aldo/keto reductase;51;33;1;1,545454545;0,628031223
8177471;8177471;8176680;8176680;-;-;SCO7363;oxidoreductase;55;33;1;1,666666667;0,736965594
;7901153;7900740;7900740;-;-;SCO7111;hydroperoxide resistance protein;57;33;1;1,727272727;0,788495895
2886859;2886859;2888085;2888085;+;-;SCO2656;hypothetical protein;58;33;1;1,757575758;0,813586876
;2644906;2644511;;-;-;SCO2457;lipoprotein;60;33;1;1,818181818;0,862496476
5416001;5416001;5415297;5415297;-;-;SCO4978;hypothetical protein;68;33;0,697737636;2,060606061;1,043068722
2084563;2084563;2084468;2084468;-;-;SCO1949;hypothetical protein;69;33;0,570881347;2,090909091;1,064130337
;1584007;1582901;1582901;-;-;SCO1482;dihydroorotate dehydrogenase 2;88;33;0,323927662;2,666666667;1,415037499
;5378899;5379939;;+;-;SCO4945;dehydrogenase;105;33;0,095793684;3,181818182;1,669851398
;5179345;5179007;5179007;-;-;SCO4767;regulatory protein;354;33;1,78E-28;10,72727273;3,423211431
5471969;5471969;5469633;;-;-;SCO5034;hypothetical protein;1878;33;0;56,90909091;5,830587228
1821747;1821710;1820559;1820559;-;-;SCO1701;acyl-CoA dehydrogenase;6;34;9,80E-10;0,176470588;-2,502500341
7565958;;;7566031;+;-;SCOt63;Pro tRNA;8;34;0,103257864;0,235294118;-2,087462841
6699916;6699895;6699359;;-;-;SCO6099;adenylylsulfate kinase;13;34;0,053047529;0,382352941;-1,387023123
4621091;4621091;4622725;4622725;+;-;SCO4213;hypothetical protein;15;34;0,005438679;0,441176471;-1,180572246
;6318766;6317771;6317771;-;-;SCO5780;hypothetical protein;16;34;0,045080265;0,470588235;-1,087462841
8438157;8438157;8438870;8438870;+;-;SCO7611;hypothetical protein;19;34;0,146350326;0,558823529;-0,839535328
;1529751;1531607;1531607;+;-;SCO1434;CbxX/CfqX family protein;23;34;0,090258779;0,676470588;-0,563900885
789837;789837;789337;789337;-;-;SCO0747;hypothetical protein;24;34;0,400101814;0,705882353;-0,502500341
851074;851074;850100;;-;-;SCO0803;RNA polymerase sigma factor;25;34;0,224084737;0,735294118;-0,443606651
3142482;3142482;3142123;3142123;-;-;SCO2888;hypothetical protein;25;34;0,459110118;0,735294118;-0,443606651
818446;818446;819111;;+;-;SCO0768;lipoprotein;26;34;0,437234731;0,764705882;-0,387023123
;1270929;1269748;;-;-;SCO1198;acyl-CoA dehydrogenase;26;34;0,255353993;0,764705882;-0,387023123
;7360499;7362409;7362409;+;-;SCO6633;transcriptional regulator;28;34;0,194656568;0,823529412;-0,280107919
;2990408;2991451;;+;-;SCO2745;LacI family transcriptional regulator;29;34;0,397207478;0,852941176;-0,229481846
3116334;3116334;3115957;;-;-;SCO2859;hypothetical protein;29;34;0,633612193;0,852941176;-0,229481846
;247871;248680;;+;-;SCO0258;hypothetical protein;30;34;0,547144976;0,882352941;-0,180572246
4689921;4689921;4688500;4688500;-;-;SCO4273;metallopeptidase;33;34;0,547682986;0,970588235;-0,043068722
7481103;7481103;7480933;7480929;-;-;SCO6727;hypothetical protein;34;34;1;1;0
;6741629;6742288;6742288;+;-;SCO6140;two-component system response regulator;36;34;1;1,058823529;0,08246216
;1514933;1515700;1515751;+;-;SCO1419;phosphodiesterase;37;34;1;1,088235294;0,121990524
;1654167;1653340;1653340;-;-;SCO1545;acetyltransferase;38;34;1;1,117647059;0,160464672
;3684617;3683901;3683901;-;-;SCO3332;hypothetical protein;39;34;1;1,147058824;0,197939378
2356391;2356391;2355882;2355882;-;-;SCO2189;acetyltransferase;40;34;1;1,176470588;0,234465254
;2443461;2444303;2444303;+;hmuV;SCO2274;hemin importer ATP-binding subunit;41;34;1;1,205882353;0,270089163
503474;503474;503073;502951;-;-;SCO0483;hypothetical protein;44;34;1;1,294117647;0,371968777
3640142;3640178;3641611;3641611;+;-;SCO3291;regulatory protein;44;34;1;1,294117647;0,371968777
;23316;23831;;+;-;SCO0026;hypothetical protein;45;34;1;1,323529412;0,404390255
;1556108;1555656;1555656;-;-;SCO1458;transcription regulator AsnC;46;34;1;1,352941176;0,436099115
;6097964;6098530;;+;rimM;SCO5593;16S rRNA-processing protein RimM;46;34;1;1,352941176;0,436099115
6108415;6108415;6108125;;-;-;SCO5606;hypothetical protein;51;34;1;1,5;0,584962501
;5959273;5959941;;+;-;SCO5473;ATP/GTP binding protein;52;34;1;1,529411765;0,612976877
;8460001;8460834;;+;-;SCO7632;hypothetical protein;54;34;1;1,588235294;0,667424661
4712991;4712991;4714121;;+;-;SCO4297;oxidoreductase;58;34;1;1,705882353;0,770518154
8169590;8169590;8168760;;-;-;SCO7356;oxidoreductase;73;34;0,639336929;2,147058824;1,102361718
5010182;5010182;5011708;5011708;+;-;SCO4588;hypothetical protein;78;34;0,609521716;2,294117647;1,197939378
5111657;5111657;5111866;;+;-;SCO4682;tautomerase;248;34;2,16E-09;7,294117647;2,866733469
6698423;6698421;6697066;6696981;-;-;SCO6097;sulfate adenylyltransferase subunit 1;4;35;8,19E-17;0,114285714;-3,129283017
;5847870;5847229;5847229;-;-;SCO5377;chitinase two-component response regulator;14;35;0,044746908;0,4;-1,321928095
;1739097;1740071;;+;-;SCO1625;ribosomal pseudouridine synthase;15;35;0,026266927;0,428571429;-1,222392421
;8205306;8204557;;-;-;SCO7393;lipoprotein;15;35;0,038062292;0,428571429;-1,222392421
;504854;505465;;+;-;SCO0485;TetR family transcriptional regulator;18;35;0,11586067;0,514285714;-0,959358016
6369201;6369367;6370224;6370253;+;-;SCO5821;serine protease;25;35;0,24080634;0,714285714;-0,485426827
;5035358;5035951;;+;-;SCO4611;hypothetical protein;26;35;0,374065124;0,742857143;-0,428843299
1109373;1109450;1110652;1110665;+;-;SCO1054;aminotransferase;27;35;0,230262051;0,771428571;-0,374395515
6482843;6482843;6483358;6483358;+;-;SCO5915;hypothetical protein;28;35;0,54140375;0,8;-0,321928095
;7820142;7819501;;-;-;SCO7032;hypothetical protein;28;35;0,470149676;0,8;-0,321928095
;1424617;1424234;1424234;-;-;SCO1348;hypothetical protein;30;35;0,646837176;0,857142857;-0,222392421
;2165859;2166758;2166758;+;-;SCO2020;hypothetical protein;32;35;0,541191338;0,914285714;-0,129283017
;7414296;7414976;7414976;+;-;SCO6673;hypothetical protein;33;35;0,731363901;0,942857143;-0,084888898
;8411919;8413286;8413286;+;-;SCO7587;hypothetical protein;34;35;0,526436694;0,971428571;-0,041820176
1388832;1388832;1388275;;-;-;SCO1311;hypothetical protein;36;35;0,990693777;1,028571429;0,040641984
4190999;4190999;4191346;;+;-;SCO3812;GntR family transcriptional regulator;37;35;1;1,057142857;0,080170349
8022130;8022130;8023167;;+;-;SCO7218;iron transport lipoprotein;38;35;0,887181892;1,085714286;0,118644496
;2769481;2768600;2768600;-;-;SCO2566;hypothetical protein;39;35;1;1,114285714;0,156119202
;4628357;4628737;;+;-;SCO4222;hypothetical protein;39;35;1;1,114285714;0,156119202
;4529322;4528045;;-;-;SCO4121;hypothetical protein;41;35;1;1,171428571;0,228268988
2563934;2563944;2564861;2564879;+;-;SCO2392;lipoprotein;42;35;1;1,2;0,263034406
2646650;2646650;2646222;;-;-;SCO2460;hypothetical protein;42;35;1;1,2;0,263034406
4805897;4805897;4806772;4806772;+;-;SCO4389;acetyltransferase;43;35;1;1,228571429;0,296981738
;7020934;7021872;;+;-;SCO6360;ABC transporter ATP-binding protein;43;35;1;1,228571429;0,296981738
4103970;4103970;4103188;;-;-;SCO3729;regulatory protein;44;35;1;1,257142857;0,330148602
;1071315;1069702;1069702;-;-;SCO1014;transferase;45;35;1;1,285714286;0,362570079
4537923;4537923;4538456;;+;-;SCO4125;acetyltransferase;45;35;1;1,285714286;0,362570079
6064343;6064343;6066571;;+;-;SCO5566;ATP-dependent DNA helicase RecG;46;35;0,953664503;1,314285714;0,394278939
;3855405;3856946;3856946;+;-;SCO3490;transposase;47;35;1;1,342857143;0,425305835
;5511115;5510516;;-;-;SCO5068;TetR family transcriptional regulator;48;35;1;1,371428571;0,455679484
;2246961;2244997;2244997;-;-;SCO2090;cell division protein;50;35;1;1,428571429;0,514573173
3408313;3408313;3404759;3404759;-;-;SCO3109;transcriptional-repair coupling factor;51;35;1;1,457142857;0,543142325
;4716272;4716003;;-;-;SCO4300;hypothetical protein;52;35;1;1,485714286;0,571156701
5087561;5087561;5086257;;-;-;SCO4657;hypothetical protein;52;35;1;1,485714286;0,571156701
4364685;4364685;4363348;;-;-;SCO3963;hypothetical protein;60;35;1;1,714285714;0,777607579
1165774;1165774;1165403;;-;-;SCO1108;regulatory protein;65;35;1;1,857142857;0,893084796
;5997339;5995996;;-;-;SCO5508;oxidoreductase;69;35;1;1,971428571;0,97924144
4382030;4382030;4382620;;+;-;SCO3979;TetR family transcriptional regulator;75;35;0,654160248;2,142857143;1,099535674
;1052653;1053768;;+;-;SCO0997;Fe uptake system integral membrane protein;76;35;0,836785428;2,171428571;1,118644496
3392817;3392817;3392083;3392083;-;-;SCO3097;hypothetical protein;85;35;0,389710833;2,428571429;1,280107919
;4366736;4364694;4364694;-;-;SCO3964;hypothetical protein;92;35;0,232208872;2,628571429;1,394278939
;3309132;3307981;;-;-;SCO3025;mannose-6-phosphate isomerase;94;35;0,289917006;2,685714286;1,425305835
7736045;7736107;7736880;7736880;+;-;SCO6969;hypothetical protein;17;36;0,05147453;0,472222222;-1,08246216
7198892;7198892;7199188;7199188;+;-;SCO6508;gas vesicle synthesis protein;26;36;0,502301276;0,722222222;-0,469485283
6103534;6103534;6104052;;+;-;SCO5600;hypothetical protein;27;36;0,436033172;0,75;-0,415037499
4293666;4293666;4292389;4292389;-;-;SCO3898;hypothetical protein;29;36;0,264809991;0,805555556;-0,311944006
2155886;;;2155958;+;-;SCOt09;Leu tRNA;29;36;0,827526785;0,805555556;-0,311944006
;7327541;7328326;;+;-;SCO6607;hypothetical protein;30;36;0,433821441;0,833333333;-0,263034406
1570514;1570514;1570885;;+;-;SCO1470;hypothetical protein;32;36;0,743288747;0,888888889;-0,169925001
;4776850;4777530;;+;-;SCO4363;two component system response regulator;35;36;0,808322408;0,972222222;-0,040641984
826361;826361;826669;;+;-;SCO0778;hypothetical protein;36;36;0,949783139;1;0
;4467921;4466674;;-;-;SCO4073;sensor kinase;38;36;0,738646368;1,055555556;0,078002512
5008487;5008487;5009416;5009416;+;-;SCO4586;ABC transporter;38;36;0,821462131;1,055555556;0,078002512
6301456;6301456;6302322;;+;-;SCO5762;AraC family transcription regulator;38;36;0,899027584;1,055555556;0,078002512
;3411514;3408950;;-;-;SCO3110;ABC transporter;39;36;0,463752265;1,083333333;0,115477217
3481912;;;3481839;-;-;SCOt26;Ala tRNA;40;36;1;1,111111111;0,152003093
1160123;1160123;1160794;1160794;+;-;SCO1102;hypothetical protein;41;36;1;1,138888889;0,187627003
2223637;2223637;2222051;2222051;-;-;SCO2071;Na+/H+ antiporter;42;36;0,831643734;1,166666667;0,222392421
2247578;2247578;2246958;;-;-;SCO2091;hypothetical protein;43;36;1;1,194444444;0,256339753
2011522;2011522;2010725;;-;-;SCO1878;hypothetical protein;44;36;1;1,222222222;0,289506617
2149264;2149264;2150520;;+;-;SCO2008;branched-chain amino acid ABC transporter substrate-binding protein;44;36;1;1,222222222;0,289506617
815808;815808;818315;818343;+;-;SCO0767;hypothetical protein;47;36;0,890465904;1,305555556;0,38466385
888700;888700;888194;888194;-;-;SCO0840;MarR family transcriptional regulator;47;36;1;1,305555556;0,38466385
;3487555;3488169;3488169;+;-;SCO3183;hypothetical protein;48;36;1;1,333333333;0,415037499
5252995;5252957;5252226;;-;-;SCO4821;hypothetical protein;49;36;1;1,361111111;0,444784843
7995370;7995370;7994561;7994561;-;-;SCO7191;hypothetical protein;51;36;1;1,416666667;0,502500341
;5590067;5590651;5590651;+;-;SCO5143;DNA-3-methyladenine glycosylase I;55;36;1;1,527777778;0,611434712
;2508881;2509552;;+;-;SCO2338;O-methyltransferase;63;36;1;1,75;0,807354922
2897763;2897763;2899097;2899097;+;-;SCO2665;hypothetical protein;71;36;1;1,972222222;0,979822118
5315652;5315652;5316884;5316884;+;-;SCO4883;peptidase;77;36;0,795825673;2,138888889;1,096861539
3332858;;;3332900;+;-;predicted RNA;-;234;36;9,43E-04;6,5;2,700439718
5473182;5473182;5472658;;-;-;SCO5036;hypothetical protein;1944;36;0;54;5,754887502
5609220;5609220;5609825;5609825;+;-;SCO5162;hypothetical protein;16;37;0,054160011;0,432432432;-1,209453366
7065729;7065729;7065214;7065214;-;-;SCO6399;hypothetical protein;16;37;0,09923718;0,432432432;-1,209453366
328319;328333;329301;329301;+;-;SCO0326;hypothetical protein;18;37;0,040675154;0,486486486;-1,039528364
;1828912;1828712;1828712;-;-;SCO1708;hypothetical protein;24;37;0,554850242;0,648648649;-0,624490865
3811274;3811274;3810669;;-;-;SCO3450;ECF subfamily RNA polymerase sigma factor;25;37;0,283998782;0,675675676;-0,565597176
;8235982;8235635;;-;-;SCO7420;hypothetical protein;29;37;0,513313973;0,783783784;-0,351472371
;2176384;2171840;;-;-;SCO2026;glutamate synthase;32;37;0,127373906;0,864864865;-0,209453366
;8553297;8552524;8552524;-;-;SCO7718;hypothetical protein;33;37;0,56485633;0,891891892;-0,165059246
;234873;233854;233854;-;-;SCO0245;hypothetical protein;35;37;0,565426128;0,945945946;-0,080170349
2450291;2450291;2449644;2449644;-;-;SCO2280;TetR family transcriptional regulator;35;37;0,750510899;0,945945946;-0,080170349
1178294;1178294;1179010;;+;-;SCO1120;hydrolase;38;37;0,936542857;1,027027027;0,038474148
;2379677;2380330;;+;-;SCO2216;two-component system response regulator;38;37;0,92882424;1,027027027;0,038474148
2387313;2387313;2388005;;+;-;SCO2223;TetR family transcriptional regulator;40;37;1;1,081081081;0,112474729
;2101947;2100946;2100946;-;-;SCO1963;integral membrane export protein;42;37;0,943495772;1,135135135;0,182864057
3830584;3830584;3829043;3829043;-;-;SCO3469;transposase;42;37;0,799634117;1,135135135;0,182864057
;7366824;7369748;;+;-;SCO6636;bacteriophage resistance gene pglZ;45;37;0,58254356;1,216216216;0,282399731
5431696;5431696;5433066;5433066;+;-;SCO4993;metal ion transport protein;49;37;1;1,324324324;0,405256478
;3168248;3168835;3168835;+;-;SCO2918;nicotinamidase;50;37;1;1,351351351;0,434402824
;805859;806038;806038;+;-;SCO0761;hypothetical protein;51;37;1;1,378378378;0,462971976
6051815;6051815;6051099;6051099;-;-;SCO5552;regulator;51;37;1;1,378378378;0,462971976
3328322;3328322;3329113;;+;-;SCO3041;hypothetical protein;52;37;1;1,405405405;0,490986353
5414501;5414501;5413773;;-;-;SCO4976;hypothetical protein;52;37;1;1,405405405;0,490986353
7147390;7147390;7147028;;-;-;SCO6459;regulatory protein;54;37;1;1,459459459;0,545434137
;8255348;8255941;8255941;+;-;SCO7441;transcriptional regulator;59;37;1;1,594594595;0,673189684
5158372;5158372;5158001;;-;acpS;SCO4744;4'-phosphopantetheinyl transferase;65;37;1;1,756756757;0,812914447
;511124;512215;512215;+;-;SCO0490;esterase;71;37;1;1,918918919;0,940293754
;2812247;2810811;2810811;-;obgE;SCO2595;GTPase ObgE;72;37;1;1,945945946;0,960471636
;5583339;5584436;;+;-;SCO5136;N-succinyldiaminopimelate aminotransferase;76;37;0,923178087;2,054054054;1,038474148
;5828747;5829895;;+;-;SCO5358;hypothetical protein;100;37;0,286125383;2,702702703;1,434402824
4412004;4412004;4412957;4412957;+;-;SCO4016;hypothetical protein;15;38;0,010420832;0,394736842;-1,341036918
7170443;7170443;7170144;;-;-;SCO6480;hypothetical protein;18;38;0,232197232;0,473684211;-1,078002512
;821295;821873;821873;+;-;SCO0772;regulatory protein;19;38;0,107810214;0,5;-1
;2975038;2974661;2974661;-;-;SCO2727;hypothetical protein;19;38;0,196279335;0,5;-1
2527817;2527817;2526699;;-;-;SCO2359;two-component system sensor kinase;20;38;0,038062292;0,526315789;-0,925999419
7267996;7267996;7269378;7269378;+;-;SCO6566;ROK family protein;20;38;0,031380789;0,526315789;-0,925999419
;2119760;2120194;2120194;+;-;SCO1981;hypothetical protein;21;38;0,199069122;0,552631579;-0,855610091
825287;825287;826312;;+;-;SCO0777;hypothetical protein;23;38;0,093207662;0,605263158;-0,724365557
2453629;2453629;2452574;2452574;-;-;SCO2283;esterase;24;38;0,091157306;0,631578947;-0,662965013
;5691836;5691072;5691072;-;-;SCO5231;GntR family transcriptional regulator;26;38;0,205728811;0,684210526;-0,547487795
;5069623;5068592;5068592;-;-;SCO4644;adenosine deaminase;27;38;0,174688188;0,710526316;-0,493040011
579229;579257;580789;580789;+;-;SCO0544;hypothetical protein;28;38;0,146270054;0,736842105;-0,440572591
4414377;4414377;4415069;;+;-;SCO4019;gntR family regulatory protein;28;38;0,330864734;0,736842105;-0,440572591
4463304;4463358;4464875;4464888;+;-;SCO4070;hypothetical protein;29;38;0,174502127;0,763157895;-0,389946518
3404297;3404297;3403521;;-;-;SCO3107;lipoprotein;30;38;0,346742513;0,789473684;-0,341036918
1295384;1295384;1294926;;-;-;SCO1224;sugar-phosphate isomerase;31;38;0,564680231;0,815789474;-0,293731203
7751075;7751075;7751488;;+;-;SCO6983;hypothetical protein;33;38;0,700823926;0,868421053;-0,203533394
5224098;5224098;5223103;;-;-;SCO4799;lipase;34;38;0,480949909;0,894736842;-0,160464672
;6355559;6354012;;-;-;SCO5810;transmembrane efflux protein;34;38;0,341543852;0,894736842;-0,160464672
;5277574;5278539;5278539;+;-;SCO4846;hypothetical protein;35;38;0,498040031;0,921052632;-0,118644496
6029031;6029031;6028474;;-;-;SCO5533;hypothetical protein;35;38;0,735193554;0,921052632;-0,118644496
7077213;7077213;7076437;7076437;-;-;SCO6409;methionine aminopeptidase;35;38;0,620943632;0,921052632;-0,118644496
;3068571;3069932;;+;-;SCO2810;hypothetical protein;36;38;0,469051829;0,947368421;-0,078002512
7848162;7848067;7847483;7847483;-;-;SCO7058;hypothetical protein;36;38;0,745468019;0,947368421;-0,078002512
;1942781;1941516;1941516;-;-;SCO1812;integral membrane transporter;37;38;0,542801178;0,973684211;-0,038474148
;5197710;5199356;;+;-;SCO4779;Ser/Thr protein kinase;39;38;0,487121633;1,026315789;0,037474705
2127773;2127773;2126802;;-;-;SCO1989;aminopeptidase;40;38;0,742666167;1,052631579;0,074000581
;5024710;5026071;;+;-;SCO4601;dehydrogenase;40;38;0,705655547;1,052631579;0,074000581
;4142994;4142257;4142257;-;-;SCO3769;TetR family transcriptional regulator;42;38;1;1,105263158;0,144389909
;4120066;4119416;4119416;-;-;SCO3749;hypothetical protein;44;38;1;1,157894737;0,211504105
;1534838;1534368;1534368;-;-;SCO1437;hypothetical protein;45;38;1;1,184210526;0,243925583
2511075;2511071;2510508;2510508;-;-;SCO2341;hypothetical protein;47;38;1;1,236842105;0,306661338
1930823;1930823;1929645;1929645;-;-;SCO1802;two-component system sensor kinase;48;38;1;1,263157895;0,337034987
3130825;3130825;3131211;3131211;+;-;SCO2877;hypothetical protein;49;38;1;1,289473684;0,366782331
;4818113;4819708;;+;-;SCO4400;hypothetical protein;49;38;1;1,289473684;0,366782331
;5144190;5145044;5145044;+;truA;SCO4731;tRNA pseudouridine synthase A;51;38;1;1,342105263;0,424497829
;1024039;1024383;;+;-;SCO0972;transposase remnant;56;38;1;1,473684211;0,559427409
;7138838;7139845;;+;-;SCO6454;ABC transporter ATP-binding protein;57;38;1;1,5;0,584962501
3509954;3509954;3509244;;-;-;SCO3201;TetR family transcriptional regulator;59;38;1;1,552631579;0,634715536
;6311784;6310159;6310159;-;-;SCO5773;monooxygenase;59;38;1;1,552631579;0,634715536
;2097318;2094274;;-;uvrA;SCO1958;excinuclease ABC subunit A;65;38;1;1,710526316;0,7744403
1077009;1077009;1077458;;+;-;SCO1021;hypothetical protein;71;38;1;1,868421053;0,901819606
;5350768;5349119;5349119;-;-;SCO4916;phosphomannomutase;81;38;0,979254694;2,131578947;1,091922489
2901888;2901888;2903336;;+;-;SCO2667;hypothetical protein;83;38;0,812605901;2,184210526;1,127111918
5107239;5107239;5106331;;-;-;SCO4675;hypothetical protein;91;38;0,522178897;2,394736842;1,259867127
;4630989;4629724;;-;-;SCO4224;hypothetical protein;106;38;0,222718247;2,789473684;1,479992941
4474777;4474777;4474193;;-;-;SCO4080;hypothetical protein;16;39;0,052311684;0,41025641;-1,285402219
8006665;8007497;8008357;8008357;+;-;SCO7205;hydrolase;18;39;0,040517291;0,461538462;-1,115477217
2395052;2394982;2394422;2394422;-;-;SCO2227;acetyltransferase;20;39;0,11052745;0,512820513;-0,963474124
3212738;3212738;3212154;3212154;-;-;SCO2954;RNA polymerase sigma factor SigL;21;39;0,129317562;0,538461538;-0,893084796
;3616286;3616798;;+;-;SCO3270;hypothetical protein;22;39;0,180031602;0,564102564;-0,8259706
;5833218;5833718;5833718;+;-;SCO5363;hypothetical protein;23;39;0,221599078;0,58974359;-0,761840263
;137197;137556;137556;+;-;SCO0144;hypothetical protein;25;39;0,326519157;0,641025641;-0,641546029
;3757393;3759117;3759117;+;-;SCO3394;hypothetical protein;25;39;0,065809568;0,641025641;-0,641546029
;1086983;1085859;1085859;-;-;SCO1028;lyase;30;39;0,231958814;0,769230769;-0,378511623
6148202;6148202;6149002;;+;-;SCO5649;hypothetical protein;30;39;0,267263414;0,769230769;-0,378511623
;1963594;1963007;1963007;-;-;SCO1832;hypothetical protein;31;39;0,439172853;0,794871795;-0,331205908
3087649;3087649;3087146;3087146;-;-;SCO2827;hypothetical protein;33;39;0,589077827;0,846153846;-0,2410081
;7374208;7376403;;+;-;SCO6640;ATP-dependent helicase;34;39;0,192344219;0,871794872;-0,197939378
;1956980;1957987;1957987;+;-;SCO1826;hypothetical protein;35;39;0,422370312;0,897435897;-0,156119202
5610280;5610280;5611185;5611247;+;-;SCO5164;hypothetical protein;35;39;0,44870216;0,897435897;-0,156119202
;8098413;8097454;8097454;-;-;SCO7292;threonine dehydratase;35;39;0,443171279;0,897435897;-0,156119202
4511700;4511700;4510885;;-;trmB;SCO4111;tRNA (guanine-N(7)-)-methyltransferase;36;39;0,544515122;0,923076923;-0,115477217
5761690;5761690;5760899;;-;-;SCO5288;hypothetical protein;36;39;0,54880375;0,923076923;-0,115477217
;4751293;4752672;4752672;+;-;SCO4337;integral membrane efflux protein;37;39;0,48822963;0,948717949;-0,075948853
;6654298;6655458;;+;-;SCO6062;ABC transporter ATP-binding protein;37;39;0,556445537;0,948717949;-0,075948853
8611628;8611643;8612263;8612263;+;-;SCO7785;transcriptional regulator;38;39;0,793462402;0,974358974;-0,037474705
7729661;7729661;7728261;7728261;-;-;SCO6962;glutamine synthetase;39;39;0,538317101;1;0
;4031294;4030362;4030362;-;-;SCO3652;hypothetical protein;41;39;0,807066199;1,051282051;0,072149786
;6880298;6881338;;+;-;SCO6258;sugar ABC transporter permease;42;39;0,792598697;1,076923077;0,106915204
;6355747;6356367;;+;-;SCO5811;transcriptional regulator;44;39;1;1,128205128;0,1740294
;2995911;2996300;2996300;+;-;SCO2749;D-ribose pyranase;46;39;1;1,179487179;0,238159737
1393128;1393128;1392691;1392691;-;-;SCO1317;hypothetical protein;53;39;1;1,358974359;0,442518236
;4606479;4605265;4605265;-;-;SCO4196;organophosphate acid anhydrase;53;39;1;1,358974359;0,442518236
;4240745;4239852;4239852;-;-;SCO3855;hypothetical protein;55;39;1;1,41025641;0,495957495
3189140;3189140;3187344;;-;-;SCO2936;hypothetical protein;57;39;1;1,461538462;0,547487795
;5360610;5359018;5359018;-;-;SCO4926;propionyl-CoA carboxylase complex B subunit;63;39;1;1,615384615;0,691877705
;2895262;2896551;2896551;+;-;SCO2663;hypothetical protein;69;39;1;1,769230769;0,823122238
5819600;5819600;5820643;;+;-;SCO5352;arginyl tRNA synthetase;69;39;1;1,769230769;0,823122238
;736312;736503;;+;-;SCO0694;hypothetical protein;73;39;1;1,871794872;0,90442234
1908480;1908395;1908048;1908041;-;-;SCO1783;hypothetical protein;73;39;1;1,871794872;0,90442234
;2496748;2497599;;+;-;SCO2325;hypothetical protein;73;39;1;1,871794872;0,90442234
1668945;1668945;1668247;;-;-;SCO1556;acetyltransferase;75;39;0,956789903;1,923076923;0,943416472
;2834725;2833700;2833700;-;-;SCO2610;rod shape-determining protein MreC;95;39;0,497828769;2,435897436;1,284453389
;7017717;7016899;;-;-;SCO6355;hypothetical protein;4;40;9,77E-20;0,1;-3,321928095
3136276;3136276;3136698;;+;-;SCO2880;hypothetical protein;11;40;0,011737834;0,275;-1,862496476
425226;425226;424609;;-;-;SCO0403;hypothetical protein;15;40;0,024363515;0,375;-1,415037499
;330235;331365;331365;+;-;SCO0329;esterase;19;40;0,022192139;0,475;-1,074000581
;6059965;6059732;;-;-;SCO5561;hypothetical protein;21;40;0,339747155;0,525;-0,929610672
;84893;85339;;+;-;SCO0102;hypothetical protein;22;40;0,171378252;0,55;-0,862496476
;983971;985377;985377;+;-;SCO0938;amino acid transporter;22;40;0,0280909;0,55;-0,862496476
;4444079;4444873;4444873;+;-;SCO4052;glucose 1-dehydrogenase;24;40;0,120406036;0,6;-0,736965594
8004272;8004272;8004748;8004748;+;-;SCO7201;transcriptional regulator;28;40;0,323921242;0,7;-0,514573173
