Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;M145;MGM11;qValue;fold;log2(fold)
;3097464;3099401;3099690;+;-;SCO2837;hypothetical protein;329;239;0,25478551;1,376569038;0,461076966
3100527;3100500;3099502;3099481;-;-;SCO2838;endoglucanase;73;88;0,177668251;0,829545455;-0,26960706
;3101196;3100609;;-;-;SCO2839;lipoprotein;2;9;1;0,222222222;-2,169925001
;3101313;3102206;;+;-;SCO2840;LysR family transcriptional regulator;14;20;1;0,7;-0,514573173
;3102936;3102196;;-;-;SCO2841;hypothetical protein;1;2;1;0,5;-1
3103493;3103493;3102939;3102939;-;-;SCO2842;hypothetical protein;39;39;1;1;0
3104378;3104376;3103597;3103520;-;-;SCO2843;N-acetylglucosamine-6-phosphate deacetylase;250;126;0,559569238;1,984126984;0,988504361
;3104547;3104452;;-;-;SCO2844;hypothetical protein;1;2;1;0,5;-1
;3104891;3104547;;-;-;SCO2845;GntR family transcriptional regulator;1;5;1;0,2;-2,321928095
;3106233;3105013;;-;-;SCO2846;transcriptional regulator;15;20;1;0,75;-0,415037499
3106290;3106290;3107372;;+;-;SCO2847;oxidoreductase;57;60;0,476268793;0,95;-0,074000581
;3107369;3107845;3107952;+;-;SCO2848;hypothetical protein;56;35;1;1,6;0,678071905
3107953;3107953;3108825;3108841;+;-;SCO2849;hypothetical protein;34;37;0,628138376;0,918918919;-0,121990524
;3109952;3109095;;-;-;SCO2850;2-hydroxyhepta-2,4-diene-1,7-dioate isomerase;6;17;1;0,352941176;-1,502500341
;3110833;3110120;;-;-;SCO2851;hypothetical protein;1;3;1;0,333333333;-1,584962501
3111282;3111282;3110947;3110947;-;-;SCO2852;hypothetical protein;24;61;0,035280423;0,393442623;-1,345774837
3111894;3111894;3111340;;-;-;SCO2853;hypothetical protein;26;41;0,264006576;0,634146341;-0,657112286
;3111998;3113431;;+;-;SCO2854;transmembrane efflux protein;1;1;1;1;0
3113643;3113643;3114659;3114720;+;-;SCO2855;hypothetical protein;70;51;1;1,37254902;0,456857675
;3114765;3115223;;+;-;SCO2856;hypothetical protein;38;42;0,907607296;0,904761905;-0,144389909
3115702;3115688;3115344;3115314;-;-;SCO2857;hypothetical protein;40;59;0,363755302;0,677966102;-0,560714954
;3115960;3115703;3115703;-;-;SCO2858;hypothetical protein;64;53;1;1,20754717;0,272079545
3116334;3116334;3115957;;-;-;SCO2859;hypothetical protein;29;52;0,171653177;0,557692308;-0,842458723
3116931;3116931;3116521;3116483;-;-;SCO2860;rifampin ADP-ribosyl transferase;94;164;0,015460815;0,573170732;-0,802963153
;3117159;3117881;;+;-;SCO2861;hypothetical protein;9;13;1;0,692307692;-0,530514717
;3118211;3117978;;-;-;SCO2862;hypothetical protein;1;1;1;1;0
;3118362;3121199;;+;-;SCO2863;helicase;18;26;0,106068996;0,692307692;-0,530514717
;3121892;3121344;;-;-;SCO2864;hypothetical protein;43;3;7,64E-25;14,33333333;3,841302254
;3122091;3122933;3122933;+;-;SCO2865;regulatory protein;218;38;3,13E-11;5,736842105;2,520256811
3123138;3123223;3123477;3123477;+;-;SCO2866;hypothetical protein;204;99;0,413440688;2,060606061;1,043068722
3123569;3123679;3123906;3123913;+;-;SCO2867;hypothetical protein;59;51;1;1,156862745;0,210217707
3123914;3123914;3124393;;+;-;SCO2868;hypothetical protein;48;38;1;1,263157895;0,337034987
;3124417;3125262;;+;-;SCO2869;regulatory protein;10;14;1;0,714285714;-0,485426827
;3125334;3125630;;+;-;SCO2870;hypothetical protein;5;2;1;2,5;1,321928095
;3125634;3126614;;+;-;SCO2871;hypothetical protein;2;6;1;0,333333333;-1,584962501
;3126611;3127843;;+;-;SCO2872;hypothetical protein;7;1;1;7;2,807354922
;3128439;3127894;;-;-;SCO2873;hypothetical protein;1;4;1;0,25;-2
;3129590;3128619;;-;-;SCO2874;oxidoreductase;9;4;1;2,25;1,169925001
3129654;3129670;3130077;3130077;+;-;SCO2875;MerR family transcriptional regulator;23;58;0,024793067;0,396551724;-1,334419039
3130098;3130105;3130731;3130733;+;-;SCO2876;acetyltransferase;11;32;0,014792097;0,34375;-1,540568381
3130811;3130825;3131211;3131282;+;-;SCO2877;hypothetical protein;49;65;0,472130391;0,753846154;-0,407657969
;3131350;3133899;;+;-;SCO2878;hypothetical protein;2;3;1;0,666666667;-0,584962501
;3134618;3136273;;+;-;SCO2879;hypothetical protein;1;2;1;0,5;-1
;3136276;3136698;;+;-;SCO2880;hypothetical protein;11;13;1;0,846153846;-0,2410081
;3136695;3137048;;+;-;SCO2881;hypothetical protein;6;6;1;1;0
;3137116;3137664;;+;-;SCO2882;ATP/GTP-binding protein;6;2;1;3;1,584962501
;3137661;3138893;;+;-;SCO2883;cytochrome P450;3;4;1;0,75;-0,415037499
;3138905;3140131;;+;-;SCO2884;cytochrome P450;15;10;1;1,5;0,584962501
;3140657;3140184;;-;-;SCO2885;hypothetical protein;17;10;1;1,7;0,765534746
;3141644;3140760;3140760;-;-;SCO2886;hydrolase;32;17;0,692477224;1,882352941;0,912537159
3141765;3141805;3142107;3142759;+;-;SCO2887;hypothetical protein;496;316;1;1,569620253;0,650415562
3142482;3142482;3142123;3142118;-;-;SCO2888;hypothetical protein;25;45;0,214030762;0,555555556;-0,847996907
;3144042;3142528;;-;-;SCO2889;sugar transport protein;25;18;1;1,388888889;0,473931188
3145627;3145726;3147090;3147199;+;-;SCO2892;hypothetical protein;295;247;0,176273103;1,194331984;0,256203913
3147969;3147951;3147118;3147095;-;-;SCO2893;hypothetical protein;153;215;0,011105773;0,711627907;-0,490805007
;3149049;3147985;;-;-;SCO2894;ABC transporter ATP-binding protein;3;24;1,75E-09;0,125;-3
;3149945;3149058;3149058;-;-;SCO2895;integral membrane transport protein;5;47;9,71E-20;0,106382979;-3,232660757
3150744;3150744;3149938;;-;-;SCO2896;hypothetical protein;2;45;1,71E-53;0,044444444;-4,491853096
3150889;3151125;3153395;3153498;+;-;SCO2897;penicillin-binding protein;298;63;2,57E-05;4,73015873;2,241888597
3153781;3153709;3153389;3153299;-;-;SCO2898;molecular chaperone;71;207;2,75E-05;0,342995169;-1,543739838
3154226;3154226;3153870;3153870;-;-;SCO2899;GroES family molecular chaperone;1451;2725;4,61E-08;0,532477064;-0,90920871
3154603;3154582;3154250;3154227;-;-;SCO2900;hypothetical protein;776;942;0,063398929;0,823779193;-0,279670407
3154677;3154677;3155144;3155186;+;-;SCO2901;hypothetical protein;293;336;0,073706859;0,87202381;-0,197560568
3155892;3155892;3155290;3155184;-;-;SCO2902;deoxyribonucleotide triphosphate pyrophosphatase;164;127;1;1,291338583;0,368867318
3156343;3156343;3155939;3155924;-;-;SCO2903;hypothetical protein;122;66;0,688054368;1,848484848;0,886343218
3157238;3157238;3156501;3156432;-;rph;SCO2904;ribonuclease PH;341;141;0,2374204;2,418439716;1,274076577
3157662;3157548;3157315;3157308;-;-;SCO2905;hypothetical protein;913;1534;0,009824498;0,59517601;-0,748611718
;3157707;3159002;;+;-;SCO2906;PTS transmembrane protein;1;3;1;0,333333333;-1,584962501
3159209;3159229;3160479;3160496;+;-;SCO2907;PTS transmembrane protein;94;141;0,006919643;0,666666667;-0,584962501
;3161326;3160574;;-;-;SCO2908;hypothetical protein;30;25;1;1,2;0,263034406
3161531;3161531;3161698;3161707;+;-;SCO2909;hypothetical protein;63;67;1;0,940298507;-0,088809267
3162697;3162697;3161747;3161747;-;-;SCO2910;cysteine synthase;45;68;0,065173267;0,661764706;-0,595609745
3163008;3162982;3162704;3162698;-;-;SCO2911;hypothetical protein;108;214;0,009477422;0,504672897;-0,986579484
3163256;3163225;3163082;3163039;-;-;SCO2912;hypothetical protein;64;97;0,504912921;0,659793814;-0,599912842
3163679;3163679;3163257;3163257;-;-;SCO2913;hypothetical protein;82;78;0,944411197;1,051282051;0,072149786
;3165274;3163847;;-;-;SCO2914;amino acid permease;48;36;1;1,333333333;0,415037499
3166246;3166234;3165626;3165563;-;-;SCO2915;hypothetical protein;143;159;0,213327711;0,899371069;-0,153011619
3166605;3166605;3166288;3166282;-;clpS;SCO2916;ATP-dependent Clp protease adaptor protein ClpS;442;813;9,63E-05;0,543665437;-0,879208983
3166768;3166796;3168142;3168142;+;-;SCO2917;nicotinate phosphoribosyltransferase;106;68;1;1,558823529;0,640457613
3168238;3168248;3168835;3169104;+;-;SCO2918;nicotinamidase;50;52;0,80163021;0,961538462;-0,056583528
3169195;3169192;3168848;3168655;-;-;SCO2919;hypothetical protein;133;102;1;1,303921569;0,382857094
3171731;3171684;3169339;3169339;-;-;SCO2920;protease;76;47;1;1,617021277;0,693338662
3172058;3172118;3172417;3172417;+;-;SCO2921;hypothetical protein;44;84;0,093340442;0,523809524;-0,932885804
;3172877;3172431;;-;-;SCO2922;hypothetical protein;5;8;1;0,625;-0,678071905
;3173988;3173314;;-;-;SCO2923;hypothetical protein;20;30;0,33032044;0,666666667;-0,584962501
;3175140;3175568;;+;-;SCO2924;regulator;7;10;1;0,7;-0,514573173
3177048;3177048;3175582;3175527;-;-;SCO2925;oxidoreductase subunit;52;50;0,645153513;1,04;0,056583528
;3177221;3178576;;+;-;SCO2926;hypothetical protein;2;1;1;2;1
;3179765;3178620;;-;-;SCO2927;4-hydroxyphenylpyruvate dioxygenase;9;14;1;0,642857143;-0,637429921
;3179891;3180382;;+;-;SCO2928;transcription regulator AsnC;17;27;0,505014632;0,62962963;-0,667424661
;3181553;3180504;;-;-;SCO2929;transposase;1;6;1;0,166666667;-2,584962501
;3181757;3182404;;+;-;SCO2930;permease membrane protein;12;2;1;6;2,584962501
;3182412;3183686;;+;-;SCO2931;ABC transporter ATP-binding protein;3;10;1;0,3;-1,736965594
;3183683;3184555;;+;-;SCO2932;permease membrane protein;4;11;1;0,363636364;-1,459431619
;3184552;3185520;;+;-;SCO2933;permease binding-protein component;2;11;1;0,181818182;-2,459431619
3186324;3186324;3185545;3185479;-;-;SCO2934;hypothetical protein;112;156;0,034021779;0,717948718;-0,478047297
3187190;3187042;3186380;3186343;-;-;SCO2935;transcriptional regulator;19;30;0,280444605;0,633333333;-0,658963082
3189142;3189140;3187344;3187301;-;-;SCO2936;hypothetical protein;57;87;0,007611292;0,655172414;-0,610053482
;3190747;3189296;;-;-;SCO2937;transmembrane transport protein;19;24;0,315676563;0,791666667;-0,337034987
;3191138;3192148;;+;-;SCO2938;oxidoreductase;28;30;0,673242793;0,933333333;-0,099535674
3192899;3192897;3192115;3191973;-;-;SCO2939;hypothetical protein;198;382;1,83E-04;0,518324607;-0,948072208
;3195312;3192991;3192962;-;-;SCO2940;oxidoreductase;154;168;0,033387532;0,916666667;-0,125530882
;3197630;3195309;;-;-;SCO2941;hypothetical protein;159;172;0,031715227;0,924418605;-0,113381799
3198584;3198547;3197627;;-;-;SCO2942;oxidoreductase;274;464;0,002531226;0,590517241;-0,759948912
;3200400;3198763;;-;-;SCO2943;sugar hydrolase;4;5;1;0,8;-0,321928095
;3201250;3200405;;-;-;SCO2944;sugar transporter membrane protein;4;3;1;1,333333333;0,415037499
;3202197;3201247;;-;-;SCO2945;sugar transporter membrane protein;2;6;1;0,333333333;-1,584962501
;3203507;3202209;;-;-;SCO2946;sugar transporter sugar-binding protein;10;4;1;2,5;1,321928095
3204044;3204044;3203751;3203694;-;-;SCO2947;hypothetical protein;679;947;0,064888712;0,717001056;-0,479952851
3204647;3204647;3204066;3204066;-;-;SCO2948;hypothetical protein;108;119;0,361986945;0,907563025;-0,139930261
3204849;3204872;3206218;3206227;+;-;SCO2949;UDP-N-acetylglucosamine 1-carboxyvinyltransferase;371;301;0,13936873;1,23255814;0,3016557
3206780;3206684;3206403;3206119;-;-;SCO2950;DNA-binding protein HU (hs1);13206;14144;0,004646929;0,933682127;-0,098996629
3208482;3208452;3207037;3206790;-;-;SCO2951;malate oxidoreductase;676;380;1;1,778947368;0,831023828
3211240;3211121;3208887;3208887;-;-;SCO2952;helicase;29;51;0,004591355;0,568627451;-0,814444347
3212153;3212094;3211306;3211272;-;-;SCO2953;hypothetical protein;71;113;0,025297762;0,628318584;-0,670431843
3212738;3212738;3212154;3212154;-;-;SCO2954;RNA polymerase sigma factor SigL;21;41;0,088518332;0,512195122;-0,965234582
;3213453;3212863;;-;-;SCO2955;hypothetical protein;1;5;1;0,2;-2,321928095
;3213669;3214232;;+;-;SCO2956;hypothetical protein;1;1;1;1;0
;3215057;3214479;;-;-;SCO2957;hypothetical protein;1;9;1;0,111111111;-3,169925001
;3216312;3215125;;-;-;SCO2958;bifunctional uroporphyrinogen-III synthetase/response regulator domain-containing protein;13;16;1;0,8125;-0,299560282
;3217779;3216421;;-;-;SCO2959;nitrate extrusion protein;11;17;1;0,647058824;-0,628031223
3218898;3218859;3217912;3217912;-;-;SCO2960;hypothetical protein;26;67;4,26E-04;0,388059701;-1,365649472
3220201;3220178;3218973;3218973;-;-;SCO2961;hypothetical protein;32;60;0,011514723;0,533333333;-0,906890596
;3222520;3220316;3220316;-;-;SCO2962;bifunctional transferase/deacetylase;29;37;0,164157177;0,783783784;-0,351472371
3224025;3224004;3222520;;-;-;SCO2963;hypothetical protein;35;70;0,00140663;0,5;-1
3225122;3225055;3224084;3224084;-;-;SCO2964;LysR family transcriptional regulator;2;31;2,48E-33;0,064516129;-3,95419631
;3225334;3226434;;+;-;SCO2965;transporter;2;1;1;2;1
3227529;3227529;3227050;3226937;-;smpB;SCO2966;SsrA-binding protein;309;332;0,133649478;0,930722892;-0,103576403
3228724;3228700;3227576;3227576;-;-;SCO2967;carboxy-terminal processing protease;50;72;0,066130664;0,694444444;-0,526068812
3229749;3229749;3228832;3228831;-;-;SCO2968;cell division protein;165;273;0,001611911;0,604395604;-0,726434927
3230496;3230482;3229793;3229750;-;-;SCO2969;cell division ATP-binding protein;293;381;0,096996206;0,769028871;-0,378890333
3230646;3230696;3230890;3230966;+;-;SCO2970;hypothetical protein;636;1005;0,002460352;0,632835821;-0,660096831
3231953;3231839;3231048;3231005;-;-;SCO2971;hypothetical protein;1448;1995;6,01E-04;0,725814536;-0,462327144
3233271;3233271;3232165;3232088;-;prfB;SCO2972;peptide chain release factor 2;1313;1053;0,134047978;1,24691358;0,31836148
3234602;3234602;3233349;3233349;-;-;SCO2973;Ser/Thr protein kinase;55;66;0,18503488;0,833333333;-0,263034406
3236411;3236339;3234708;3234656;-;-;SCO2974;Ser/Thr protein kinase;92;138;0,005685327;0,666666667;-0,584962501
3236638;3236737;3240774;3240873;+;-;SCO2975;hypothetical protein;94;114;0,00961284;0,824561404;-0,278301162
;3241444;3240815;;-;-;SCO2976;hypothetical protein;8;7;1;1,142857143;0,192645078
;3241532;3242731;;+;-;SCO2977;hypothetical protein;5;16;1;0,3125;-1,678071905
;3242925;3244322;;+;-;SCO2978;hypothetical protein;9;18;1;0,5;-1
;3244399;3245682;;+;-;SCO2979;integral membrane transport protein;14;4;1;3,5;1,807354922
;3245679;3246596;;+;-;SCO2980;integral membrane transport protein;9;4;1;2,25;1,169925001
;3246749;3249046;;+;-;SCO2981;glycosyl transferase;1;1;1;1;0
;3249066;3251276;;+;-;SCO2982;glycosyl transferase;1;1;1;1;0
;3251284;3253521;;+;-;SCO2983;glycosyl transferase;1;1;1;1;0
;3253518;3254849;;+;-;SCO2984;hypothetical protein;1;1;1;1;0
3254989;3254989;3256542;3256542;+;-;SCO2985;hypothetical protein;42;97;2,42E-05;0,432989691;-1,207595419
3257006;3256977;3256564;3256446;-;-;SCO2986;hypothetical protein;33;120;5,99E-06;0,275;-1,862496476
3257116;3257116;3257622;3257622;+;-;SCO2987;regulatory protein;27;68;0,008429476;0,397058824;-1,332575339
3257678;3257700;3258680;3258842;+;-;SCO2988;UDP-glucose 4-epimerase;469;274;1;1,711678832;0,77541203
;3259130;3258693;3258629;-;-;SCO2989;hypothetical protein;129;100;1;1,29;0,367371066
;3259738;3259127;;-;-;SCO2990;hypothetical protein;141;118;1;1,194915254;0,256908303
3260553;3260538;3259735;;-;-;SCO2991;hypothetical protein;187;142;1;1,316901408;0,39714734
3261048;3261048;3260554;3260554;-;-;SCO2992;acetyltransferase;300;266;0,54455237;1,127819549;0,173536255
;3261047;3261601;;+;-;SCO2993;hypothetical protein;7;4;1;1,75;0,807354922
3262339;3262339;3261649;3261549;-;-;SCO2994;TetR family transcriptional regulator;35;63;0,040253341;0,555555556;-0,847996907
;3262446;3263402;;+;-;SCO2995;ABC transporter;19;17;1;1,117647059;0,160464672
;3263440;3264306;;+;-;SCO2996;ABC transporter ATP-binding protein;22;7;0,026104419;3,142857143;1,652076697
;3264435;3266675;;+;-;SCO2997;transferase;6;6;1;1;0
;3266672;3268393;;+;-;SCO2998;transferase;5;2;1;2,5;1,321928095
3273905;3273572;3268611;3268582;-;-;SCO2999;hypothetical protein;1197;779;0,171944702;1,536585366;0,619727919
3274746;3274746;3274075;3274060;-;-;SCO3000;phosphatase;178;187;0,212720459;0,951871658;-0,071161029
;3275308;3274805;3274804;-;-;SCO3001;hypothetical protein;29;113;2,87E-07;0,256637168;-1,962197967
;3275574;3275287;;-;-;SCO3002;hypothetical protein;8;27;0,056977498;0,296296296;-1,754887502
;3275946;3275599;;-;-;SCO3003;hypothetical protein;1;1;1;1;0
;3276479;3276748;;+;-;SCO3004;hypothetical protein;1;1;1;1;0
3279864;3279720;3276877;3276846;-;-;SCO3005;preprotein translocase subunit SecA;630;518;0,094117538;1,216216216;0,282399731
;3280002;3280577;;+;-;SCO3006;acetyltransferase;26;33;0,603679226;0,787878788;-0,343954401
;3280662;3281837;;+;-;SCO3007;hypothetical protein;24;18;1;1,333333333;0,415037499
3282699;3282630;3281872;3281775;-;-;SCO3008;two-component system response regulator;304;339;0,17215565;0,896755162;-0,15721395
3283791;3283623;3282859;3282803;-;-;SCO3009;hypothetical protein;4251;2364;0,891890516;1,79822335;0,846572223
3284812;3284812;3283865;3283792;-;-;SCO3010;hypothetical protein;33;53;0,063096895;0,622641509;-0,683526335
;3286832;3284985;3284985;-;-;SCO3011;lipoprotein LpqB;92;115;0,118714778;0,8;-0,321928095
3288888;3288888;3286822;;-;-;SCO3012;two-component system histidine kinase;221;240;0,018710688;0,920833333;-0,118988036
3289579;3289579;3288890;3288889;-;-;SCO3013;two-component system response regulator;913;929;0,016786962;0,98277718;-0,025063736
3290726;3290726;3289584;3289580;-;-;SCO3014;translation initiation factor;158;149;0,644074196;1,060402685;0,084612228
3290862;3290867;3292255;3292255;+;-;SCO3015;hypothetical protein;73;51;1;1,431372549;0,517399217
3292256;3292317;3293012;3293012;+;-;SCO3016;hypothetical protein;55;57;0,702755903;0,964912281;-0,051530301
;3293063;3294226;;+;-;SCO3017;hypothetical protein;20;15;1;1,333333333;0,415037499
;3294226;3295215;;+;-;SCO3018;regulatory protein;44;19;0,261929355;2,315789474;1,211504105
;3295215;3296525;;+;-;SCO3019;lipoprotein;14;14;1;1;0
;3303326;3302319;;-;-;SCO3020;hypothetical protein;25;21;1;1,19047619;0,251538767
3303437;3303453;3304409;3304409;+;-;SCO3021;hypothetical protein;92;137;0,017785179;0,671532847;-0,574470127
;3305044;3304430;;-;-;SCO3022;hypothetical protein;21;7;0,081535439;3;1,584962501
3306762;3306612;3305155;3305141;-;-;SCO3023;S-adenosyl-L-homocysteine hydrolase;1104;401;0,579121496;2,753117207;1,46106603
3307893;3307866;3306886;3306886;-;-;SCO3024;transporter;134;106;0,891890516;1,264150943;0,338168736
;3309132;3307981;;-;-;SCO3025;mannose-6-phosphate isomerase;94;35;0,092540554;2,685714286;1,425305835
;3310310;3309183;;-;-;SCO3026;hypothetical protein;42;14;0,033670783;3;1,584962501
3310584;3310568;3310398;3310355;-;-;SCO3027;hypothetical protein;196;101;0,569217506;1,940594059;0,956498361
3312184;3312184;3310820;3310795;-;manB;SCO3028;phosphomannomutase;142;74;0,663914624;1,918918919;0,940293754
;3313892;3312276;;-;-;SCO3029;L-lactate permease;2;5;1;0,4;-1,321928095
3314464;3314464;3314042;3314003;-;-;SCO3030;hypothetical protein;102;203;0,003530954;0,502463054;-0,992910575
3314777;3314858;3315211;3315237;+;-;SCO3031;hypothetical protein;106;205;0,008106161;0,517073171;-0,951559645
;3316761;3315241;3315142;-;-;SCO3032;hypothetical protein;71;112;0,004418162;0,633928571;-0,657607803
3320718;3320564;3316758;;-;-;SCO3033;integral membrane regulatory protein;51;68;0,08822046;0,75;-0,415037499
3321333;3321016;3320753;3320746;-;-;SCO3034;sporulation regulatory protein;1519;2095;0,001221527;0,725059666;-0,463828374
3321700;3321701;3322195;3322265;+;-;SCO3035;hypothetical protein;26;100;1,54E-06;0,26;-1,943416472
3322266;3322266;3323225;;+;-;SCO3036;2-phospho-L-lactate transferase;452;482;0,022595156;0,937759336;-0,092710374
;3323222;3324553;3324629;+;-;SCO3037;F420-0--gamma-glutamyl ligase;235;195;0,411481475;1,205128205;0,269186633
3324630;3324630;3325610;3325678;+;-;SCO3038;hypothetical protein;84;118;0,037326278;0,711864407;-0,490325627
;3326855;3325773;;-;-;SCO3039;nucleotide phosphorylase;24;24;0,945129828;1;0
;3328209;3326959;;-;-;SCO3040;hypothetical protein;3;4;1;0,75;-0,415037499
3328322;3328322;3329113;3329113;+;-;SCO3041;hypothetical protein;52;59;0,438999911;0,881355932;-0,182203331
;3329406;3330596;;+;-;SCO3042;transcriptional regulator;14;9;1;1,555555556;0,637429921
3331178;3331178;3332596;3332869;+;-;SCO3043;hypothetical protein;28;42;0,061435247;0,666666667;-0,584962501
3332871;3332956;3334479;3334846;+;-;SCO3044;hypothetical protein;239;106;0,885133141;2,254716981;1,172946353
3334869;3334869;3336392;3336676;+;-;SCO3045;hypothetical protein;134;134;0,420398867;1;0
3336677;3336677;3338146;3338146;+;-;SCO3046;hypothetical protein;150;85;1;1,764705882;0,819427754
;3338276;3339850;;+;-;SCO3047;hypothetical protein;12;9;1;1,333333333;0,415037499
3341148;3341075;3339882;3339804;-;-;SCO3048;hypothetical protein;175;137;1;1,277372263;0,353179029
3341259;3341259;3341852;3342134;+;-;SCO3049;acyl-CoA hydrolase;375;362;0,418874346;1,035911602;0,050900898
3342931;3342928;3341888;3341814;-;-;SCO3050;hypothetical protein;111;132;0,083369964;0,840909091;-0,249978253
3344235;3344227;3343070;3343070;-;-;SCO3051;acyl-CoA dehydrogenase;140;77;0,920640139;1,818181818;0,862496476
3344405;3344420;3345763;3345914;+;-;SCO3052;UDP-glucose 6-dehydrogenase;174;220;0,074507488;0,790909091;-0,338416218
3348150;3347939;3345819;3345773;-;-;SCO3053;esterase;47;40;0,894830358;1,175;0,232660757
;3348852;3348346;;-;-;SCO3054;hypothetical protein;9;10;1;0,9;-0,152003093
3348914;3348964;3349323;3349352;+;-;SCO3055;hypothetical protein;31;44;0,498746822;0,704545455;-0,505235308
;3349353;3349745;3349745;+;-;SCO3056;hypothetical protein;17;41;0,068981711;0,414634146;-1,270089163
3350888;3350888;3349758;3349758;-;-;SCO3057;dipeptidase;42;47;0,404166133;0,893617021;-0,162271429
3352210;3352210;3351008;3350993;-;-;SCO3058;dipeptidase;748;322;1;2,322981366;1,215977582
;3352767;3352225;3352211;-;-;SCO3059;phosphoribosylaminoimidazole carboxylase catalytic subunit PurE;820;415;1;1,975903614;0,982512573
3353999;3353999;3352764;;-;-;SCO3060;phosphoribosylaminoimidazole carboxylase ATPase subunit;727;407;1;1,786240786;0,83692657
3354066;3354084;3354656;3354677;+;-;SCO3061;hypothetical protein;171;195;0,152144914;0,876923077;-0,189477799
3355964;3355955;3354681;3354658;-;-;SCO3062;two-component system histidine kinase;107;127;0,054667621;0,842519685;-0,2472177
3356667;3356667;3355990;3355990;-;-;SCO3063;two-component system reponse regulator;392;423;0,13146866;0,926713948;-0,109804009
3356887;3357162;3358658;3358663;+;-;SCO3064;peptide transporter;121;127;0,345473351;0,952755906;-0,069821449
3358785;3358788;3359225;3359225;+;-;SCO3065;hypothetical protein;28;48;0,203629841;0,583333333;-0,777607579
3359892;3359867;3359355;3359314;-;-;SCO3066;regulator of Sig15;112;268;1,91E-05;0,417910448;-1,258734268
3360658;3360441;3360064;3360064;-;-;SCO3067;anti anti sigma factor;1090;1751;3,82E-05;0,622501428;-0,683850949
3360608;3360694;3361608;3361621;+;-;SCO3068;RNA polymerase sigma factor;397;550;0,002306087;0,721818182;-0,470292611
3362029;3362029;3361685;3361679;-;-;SCO3069;hypothetical protein;265;467;0,001236964;0,56745182;-0,81743019
3363212;3363212;3362037;3362030;-;-;SCO3070;imidazolonepropionase;100;53;0,998831455;1,886792453;0,915935735
;3364618;3363269;3363269;-;-;SCO3071;N-formimino-L-glutamate deiminase;137;78;0,917188714;1,756410256;0,812629864
;3365832;3364615;;-;-;SCO3072;allantoate amidohydrolase;297;125;0,622713848;2,376;1,248534836
3367586;3367547;3365829;;-;-;SCO3073;urocanate hydratase;1313;558;1;2,353046595;1,234529889
3368494;3368334;3367747;3367746;-;-;SCO3074;hypothetical protein;217;197;0,492821537;1,101522843;0,139499413
3369390;3369364;3368495;3368495;-;-;SCO3075;transcriptional regulator;449;367;0,239386058;1,223433243;0,290935382
3369483;3369483;3369953;3370001;+;-;SCO3076;hypothetical protein;24;55;0,033689504;0,436363636;-1,196397213
3371772;3371744;3370359;3369983;-;-;SCO3077;cystathionine beta-synthase;460;199;1;2,311557789;1,20886543
;3371912;3372934;;+;-;SCO3078;hypothetical protein;23;25;0,773077869;0,92;-0,120294234
;3373160;3374380;;+;-;SCO3079;acetyl-CoA acetyltransferase;60;33;0,91685994;1,818181818;0,862496476
3374675;3374675;3375484;3375544;+;-;SCO3080;hypothetical protein;109;73;1;1,493150685;0,578359766
3375836;3375828;3375535;3375300;-;-;SCO3081;hypothetical protein;90;178;0,01197912;0,505617978;-0,983880335
3375950;3375950;3376180;3376180;+;-;SCO3082;hypothetical protein;46;68;0,437561921;0,676470588;-0,563900885
3377266;3377175;3376252;3376237;-;-;SCO3083;hypothetical protein;3250;3108;0,00957193;1,045688546;0,064453214
;3378513;3377344;;-;-;SCO3084;4-hydroxybenzoate 3-monooxygenase;2;5;1;0,4;-1,321928095
;3379088;3378735;;-;-;SCO3085;hypothetical protein;4;11;1;0,363636364;-1,459431619
3379386;3379423;3380202;3380202;+;-;SCO3086;lipoprotein;157;124;0,936641464;1,266129032;0,340424439
;3381339;3381094;;-;-;SCO3088;hypothetical protein;1;2;1;0,5;-1
3381344;3381453;3382223;3382223;+;-;SCO3089;ABC transporter ATP-binding protein;27;86;4,43E-06;0,313953488;-1,671377253
3382224;3382330;3384861;3384861;+;-;SCO3090;ABC transporter;35;61;0,002185313;0,573770492;-0,801454321
3386261;3386249;3384933;3384933;-;-;SCO3091;cyclopropane-fatty-acyl-phospholipid synthase;108;55;0,817740512;1,963636364;0,973527789
3387929;3387853;3386513;3386428;-;-;SCO3092;oxidoreductase;4458;2694;0,278880712;1,654788419;0,726646766
;3389320;3388379;3388312;-;-;SCO3093;hydrolase;177;113;1;1,566371681;0,647426588
3389878;3389877;3389317;;-;-;SCO3094;hypothetical protein;106;85;1;1,247058824;0,318529518
3390522;3390487;3389963;3389880;-;-;SCO3095;hypothetical protein;203;189;0,514538522;1,074074074;0,103093493
3391906;3391821;3390541;3390530;-;eno;SCO3096;phosphopyruvate hydratase;1733;687;1;2,522561863;1,33488965
3393044;3392817;3392083;3392083;-;-;SCO3097;hypothetical protein;85;189;8,93E-05;0,44973545;-1,152851488
3394245;3394196;3393171;3393045;-;-;SCO3098;hypothetical protein;141;189;0,016780457;0,746031746;-0,422691072
;3395641;3394340;3394340;-;-;SCO3099;cytochrome P450 hydroxylase;88;34;0,146051315;2,588235294;1,371968777
3396615;3396615;3395638;;-;-;SCO3100;nucleoside triphosphate pyrophosphohydrolase;123;81;1;1,518518519;0,602664502
