Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;M145;MGM10;qValue;fold;log2(fold)
6867468;6867358;6865736;6865720;-;-;SCO6243;malate synthase;54;42;1;1,285714286;0,362570079
2833699;2833686;2833015;2832990;-;-;SCO2609;rod shape-determining protein;63;42;1;1,5;0,584962501
599978;599978;599712;599663;-;-;SCO0558;hypothetical protein;13;43;0,067144933;0,302325581;-1,725825037
547743;547743;547135;547135;-;-;SCO0512;regulatory protein;17;43;0,047758676;0,395348837;-1,338801913
;4981949;4983271;;+;-;SCO4565;NADH dehydrogenase subunit D;19;43;0,007907199;0,441860465;-1,178337241
3609748;3609789;3610178;3610187;+;-;SCO3260;MutT-like protein;29;43;0,639791272;0,674418605;-0,56828376
3116334;3116334;3115957;;-;-;SCO2859;hypothetical protein;29;43;0,651591578;0,674418605;-0,56828376
3095139;;;3095215;+;-;SCOt22;Lys tRNA;29;43;0,83323323;0,674418605;-0,56828376
2376423;2376423;2376545;2376656;+;-;SCO2212;hypothetical protein;30;43;1;0,697674419;-0,519374159
;6805869;6807494;6807603;+;-;SCO6196;AMP-binding domain-containing protein;32;43;0,168094352;0,744186047;-0,426264755
2742662;2742662;2743459;2743459;+;-;SCO2544;IclR family transcriptional regulator;32;43;0,470711017;0,744186047;-0,426264755
7490049;7490061;7490546;7490817;+;-;SCO6735;hypothetical protein;33;43;0,813768035;0,76744186;-0,381870635
;4189068;4187758;4187751;-;-;SCO3809;transmembrane transport protein;34;43;0,321529915;0,790697674;-0,338801913
2293868;2293882;2295147;2295147;+;-;SCO2133;hypothetical protein;36;43;0,464827709;0,837209302;-0,256339753
;4109905;4109279;;-;-;SCO3737;lipoprotein;36;43;0,83323323;0,837209302;-0,256339753
3479314;3479314;3478490;;-;-;SCO3174;exodeoxyribonuclease;37;43;0,781081234;0,860465116;-0,216811389
2615120;2615125;2616336;;+;-;SCO2437;hypothetical protein;38;43;0,635202332;0,88372093;-0,178337241
471415;471415;472314;472314;+;-;SCO0452;SIR2-like regulatory protein;38;43;0,804408134;0,88372093;-0,178337241
1687155;1687155;1686616;1686616;-;-;SCO1576;arginine repressor;39;43;1;0,906976744;-0,140862536
2220881;2220881;2222029;2222029;+;-;SCO2070;hypothetical protein;40;43;0,86115445;0,930232558;-0,10433666
;4219963;4219178;4219174;-;-;SCO3836;rRNA methylase;41;43;1;0,953488372;-0,06871275
;7021869;7022708;7022708;+;-;SCO6361;hypothetical protein;41;43;1;0,953488372;-0,06871275
8480927;8480911;8480189;8480189;-;-;SCO7653;hypothetical protein;42;43;1;0,976744186;-0,033947332
44253;44253;44975;45032;+;-;SCO0058;hypothetical protein;43;43;1;1;0
1496997;1496950;1495964;1495964;-;-;SCO1406;hypothetical protein;44;43;1;1,023255814;0,033166864
3172052;3172118;3172417;3172417;+;-;SCO2921;hypothetical protein;44;43;1;1,023255814;0,033166864
;4602491;4603132;4603132;+;-;SCO4194;TetR family transcriptional regulator;44;43;1;1,023255814;0,033166864
;6428862;6429545;;+;-;SCO5872;turgor pressure regulator;44;43;1;1,023255814;0,033166864
8072654;8072654;8072211;;-;-;SCO7261;hypothetical protein;44;43;1;1,023255814;0,033166864
;4443585;4444082;;+;-;SCO4051;hypothetical protein;49;43;1;1,139534884;0,188445089
895819;895819;894818;894818;-;-;SCO0848;oxidoreductase;51;43;1;1,186046512;0,246160587
5087561;5087561;5086257;5086257;-;-;SCO4657;hypothetical protein;52;43;1;1,209302326;0,274174963
2493924;2493924;2495063;;+;-;SCO2323;hypothetical protein;63;43;1;1,465116279;0,551015169
4185769;4185765;4185307;4185307;-;-;SCO3806;hypothetical protein;63;43;1;1,465116279;0,551015169
5500408;5500408;5499806;5499806;-;-;SCO5060;hypothetical protein;67;43;1;1,558139535;0,639824436
8169592;8169590;8168760;8168733;-;-;SCO7356;oxidoreductase;73;43;0,915111477;1,697674419;0,763559804
;1678681;1677149;1677149;-;-;SCO1567;transmembrane-transport protein;91;43;0,854595383;2,11627907;1,081529885
;761675;761896;761896;+;-;SCO0718;hypothetical protein;13;44;0,081828626;0,295454545;-1,7589919
6059965;6059965;6059732;6059725;-;-;SCO5561;hypothetical protein;21;44;0,385153964;0,477272727;-1,067114196
;4138738;4137713;4137713;-;-;SCO3764;hypothetical protein;24;44;0,082036251;0,545454545;-0,874469118
4616019;4616019;4616486;4616594;+;-;SCO4207;hypothetical protein;27;44;0,407626835;0,613636364;-0,704544116
95972;95989;97518;97622;+;-;SCO0118;xylosidase/arabinosidase;28;44;0,086401304;0,636363636;-0,652076697
;5399068;5399925;5399925;+;-;SCO4964;integral membrane transport protein;28;44;0,268206822;0,636363636;-0,652076697
5779313;5779296;5778817;5778817;-;-;SCO5306;protein phosphatase;29;44;0,54230098;0,659090909;-0,601450624
3404297;3404297;3403521;3403434;-;-;SCO3107;lipoprotein;30;44;0,349590646;0,681818182;-0,552541023
8410657;8410657;8410259;8410259;-;-;SCO7585;MerR family transcriptional regulator;33;44;0,832319831;0,75;-0,415037499
4347059;4347161;4348843;4348843;+;-;SCO3948;two component sensor;35;44;0,22015535;0,795454545;-0,330148602
1956980;1956980;1957987;1958138;+;-;SCO1826;hypothetical protein;35;44;0,55004858;0,795454545;-0,330148602
;5277574;5278539;5278539;+;-;SCO4846;hypothetical protein;35;44;0,576749527;0,795454545;-0,330148602
1425379;1425369;1424614;;-;-;SCO1349;hypothetical protein;36;44;0,692523958;0,818181818;-0,289506617
1388832;1388832;1388275;1388275;-;-;SCO1311;hypothetical protein;36;44;0,890124951;0,818181818;-0,289506617
826313;826361;826669;826669;+;-;SCO0778;hypothetical protein;36;44;1;0,818181818;-0,289506617
1942858;1942781;1941516;1941516;-;-;SCO1812;integral membrane transporter;37;44;0,460977729;0,840909091;-0,249978253
7863791;7863791;7864483;;+;-;SCO7075;two component response regulator protein;38;44;0,798663308;0,863636364;-0,211504105
8168732;8168703;8168062;8168062;-;-;SCO7355;hypothetical protein;39;44;0,913494092;0,886363636;-0,1740294
4902835;4902832;4901972;4901972;-;-;SCO4482;LysR family transcriptional regulator;40;44;0,914322211;0,909090909;-0,137503524
3115696;3115688;3115344;3115344;-;-;SCO2857;hypothetical protein;40;44;1;0,909090909;-0,137503524
4748951;4749000;4750457;4750488;+;-;SCO4334;hypothetical protein;41;44;0,521230395;0,931818182;-0,101879614
8545444;8545444;8545872;8545872;+;-;SCO7709;MarR family transcriptional regulator;41;44;1;0,931818182;-0,101879614
2514601;2514601;2515959;2515985;+;-;SCO2345;peptidodoglycan-binding membrane protein;42;44;0,58072231;0,954545455;-0,067114196
6002973;6003117;6004958;6004958;+;-;SCO5512;acetolactate synthase 1 catalytic subunit;43;44;0,496087177;0,977272727;-0,033166864
1662722;1662705;1661473;1661473;-;-;SCO1553;uroporphyrin-III methyltransferase;47;44;1;1,068181818;0,095157233
3439703;3439685;3438624;;-;-;SCO3138;galactose-1-phosphate uridylyltransferase;47;44;1;1,068181818;0,095157233
5852346;5852346;5852987;5852987;+;-;SCO5384;TetR family transcriptional regulator;48;44;1;1,090909091;0,125530882
;2246961;2244997;2244997;-;-;SCO2090;cell division protein;50;44;0,835596091;1,136363636;0,184424571
2099650;2099622;2099149;2099149;-;-;SCO1961;3-dehydroquinate dehydratase;51;44;1;1,159090909;0,212993723
6399535;6399582;6400232;6400232;+;-;SCO5845;thymidine kinase;53;44;1;1,204545455;0,268488836
1927668;1927668;1928447;1928447;+;-;SCO1799;hypothetical protein;56;44;1;1,272727273;0,347923303
;2226683;2225964;;-;-;SCO2075;DNA-binding protein;56;44;1;1,272727273;0,347923303
;4019882;4018503;;-;-;SCO3641;two-component system sensor kinase;56;44;1;1,272727273;0,347923303
;3746566;3744824;3744824;-;-;SCO3382;L-aspartate oxidase;57;44;1;1,295454545;0,373458396
7601654;7601654;7602007;7602007;+;-;SCO6830;transcription regulator ArsR;59;44;1;1,340909091;0,423211431
5158372;5158372;5158001;;-;acpS;SCO4744;4'-phosphopantetheinyl transferase;65;44;1;1,477272727;0,562936194
1592099;1592083;1591502;1591494;-;-;SCO1488;bifunctional pyrimidine regulatory protein PyrR uracil phosphoribosyltransferase;72;44;0,891758087;1,636363636;0,710493383
3425773;3425878;3426480;3426501;+;-;SCO3125;peptidyl-tRNA hydrolase;80;44;0,643879618;1,818181818;0,862496476
3516036;3516036;3515302;3515302;-;-;SCO3207;TetR family transcriptional regulator;19;45;0,046573486;0,422222222;-1,243925583
8315725;8315715;8314675;8314642;-;-;SCO7502;LacI family transcriptional regulator;32;45;0,312416249;0,711111111;-0,491853096
8553297;8553297;8552524;8552524;-;-;SCO7718;hypothetical protein;33;45;0,461535302;0,733333333;-0,447458977
8411874;8411919;8413286;8413286;+;-;SCO7587;hypothetical protein;34;45;0,224535903;0,755555556;-0,404390255
;8076074;8075475;8075441;-;-;SCO7265;hypothetical protein;34;45;0,642956604;0,755555556;-0,404390255
4383473;4383473;4382898;;-;-;SCO3980;hypothetical protein;35;45;0,73635311;0,777777778;-0,362570079
8241785;8241685;8241248;8241248;-;-;SCO7426;hypothetical protein;35;45;0,824911304;0,777777778;-0,362570079
6318816;6318816;6319355;6319371;+;-;SCO5781;hypothetical protein;37;45;0,912368688;0,822222222;-0,282399731
6209024;6209024;6209566;6209566;+;-;SCO5698;hypothetical protein;37;45;0,933428974;0,822222222;-0,282399731
4151848;4151848;4152975;4152975;+;-;SCO3777;peptidase;38;45;0,555279469;0,844444444;-0,243925583
5398053;5398064;5399071;;+;-;SCO4963;ABC transporter ATP-binding protein;38;45;0,656709721;0,844444444;-0,243925583
;4938164;4936959;4936959;-;-;SCO4515;hypothetical protein;40;45;0,590449161;0,888888889;-0,169925001
3155187;;;3155273;+;-;SCOt23;Leu tRNA;41;45;1;0,911111111;-0,134301092
3350968;3350888;3349758;3349758;-;-;SCO3057;dipeptidase;42;45;0,786162366;0,933333333;-0,099535674
4143028;4142994;4142257;4142257;-;-;SCO3769;TetR family transcriptional regulator;42;45;1;0,933333333;-0,099535674
4786531;4786553;4787116;4787116;+;-;SCO4371;hypothetical protein;43;45;1;0,955555556;-0,065588342
4537923;4537923;4538456;4538576;+;-;SCO4125;acetyltransferase;45;45;1;1;0
729114;729117;730289;730291;+;-;SCO0688;hypothetical protein;48;45;1;1,066666667;0,093109404
5805600;5805600;5801998;5801998;-;-;SCO5331;DNA methylase;50;45;1;1,111111111;0,152003093
6539766;6539766;6540974;;+;-;SCO5968;bldA-regulated nucleotide binding protein;50;45;1;1,111111111;0,152003093
7180761;7180803;7182770;7182770;+;-;SCO6488;acyl-peptide hydrolase;51;45;0,787827156;1,133333333;0,180572246
;2419632;2419411;2419295;-;-;SCO2252;hypothetical protein;56;45;1;1,244444444;0,315501826
6733691;6733691;6732336;6732336;-;-;SCO6131;carboxypeptidase;56;45;1;1,244444444;0,315501826
5664861;5664876;5666699;5666758;+;-;SCO5205;hypothetical protein;58;45;1;1,288888889;0,366127899
6879297;6879297;6880301;;+;-;SCO6257;ABC transporter sugar binding lipoprotein;58;45;1;1,288888889;0,366127899
4364685;4364685;4363348;4363268;-;-;SCO3963;hypothetical protein;60;45;1;1,333333333;0,415037499
6237158;6237208;6238782;6238782;+;-;SCO5718;hypothetical protein;62;45;1;1,377777778;0,462343214
;1052653;1053768;;+;-;SCO0997;Fe uptake system integral membrane protein;76;45;1;1,688888889;0,756074417
1786596;1786596;1785910;1785872;-;-;SCO1666;phosphatase;91;45;0,473960919;2,022222222;1,015941544
3111282;3111282;3110947;3110947;-;-;SCO2852;hypothetical protein;24;46;0,303788005;0,52173913;-0,938599455
5691877;5691836;5691072;5691072;-;-;SCO5231;GntR family transcriptional regulator;26;46;0,151335675;0,565217391;-0,823122238
7327538;7327541;7328326;7328393;+;-;SCO6607;hypothetical protein;30;46;0,291766687;0,652173913;-0,61667136
3634195;3634123;3628805;3628805;-;-;SCO3285;large glycine/alanine rich protein;31;46;0,089837679;0,673913043;-0,569365646
;5805823;5807334;;+;-;SCO5332;hypothetical protein;31;46;0,097902549;0,673913043;-0,569365646
3220178;3220178;3218973;3218973;-;-;SCO2961;hypothetical protein;32;46;0,205440618;0,695652174;-0,523561956
3873572;3873615;3874676;3874686;+;-;SCO3506;LacI family transcriptional regulator;32;46;0,246555805;0,695652174;-0,523561956
2450291;2450291;2449644;2449622;-;-;SCO2280;TetR family transcriptional regulator;35;46;0,619167889;0,760869565;-0,394278939
2354585;2355010;2355858;2355858;+;-;SCO2188;peptidase;37;46;0,617648037;0,804347826;-0,31410859
;3750688;3751794;3751810;+;-;SCO3387;transcriptional regulator;42;46;0,771844455;0,913043478;-0,131244533
6684384;6684384;6683518;6683518;-;-;SCO6085;hypothetical protein;43;46;0,973835918;0,934782609;-0,097297201
5282214;5282203;5281448;5281448;-;-;SCO4850;TetR family transcriptional regulator;43;46;0,997202264;0,934782609;-0,097297201
1292195;1292195;1292698;1292736;+;-;SCO1221;transcription regulator AsnC;43;46;1;0,934782609;-0,097297201
1307405;1307405;1306728;;-;-;SCO1232;urease accessory protein;43;46;1;0,934782609;-0,097297201
;4585837;4586589;;+;-;SCO4171;hypothetical protein;46;46;1;1;0
888700;888700;888194;888051;-;-;SCO0840;MarR family transcriptional regulator;47;46;1;1,02173913;0,031026896
1331671;1331678;1332832;1332876;+;-;SCO1261;transcriptional regulator;49;46;1;1,065217391;0,091147888
;4082028;4082879;;+;-;SCO3705;ABC transporter membrane subunit;51;46;1;1,108695652;0,148863386
4777590;4777590;4777967;4777967;+;-;SCO4364;hypothetical protein;52;46;1;1,130434783;0,176877762
7901221;7901153;7900740;7900636;-;-;SCO7111;hydroperoxide resistance protein;57;46;1;1,239130435;0,309328058
5258692;5258735;5260264;5260313;+;-;SCO4828;betaine aldehyde dehydrogenase;59;46;1;1,282608696;0,359081093
2903439;2903439;2904797;2904797;+;-;SCO2668;hypothetical protein;60;46;1;1,304347826;0,38332864
1177641;1177579;1176089;1176089;-;-;SCO1118;hypothetical protein;70;46;1;1,52173913;0,605721061
3129666;3129670;3130077;3130077;+;-;SCO2875;MerR family transcriptional regulator;23;47;0,192168235;0,489361702;-1,031026896
3142488;3142482;3142123;3142123;-;-;SCO2888;hypothetical protein;25;47;0,287370228;0,531914894;-0,910732662
8004272;8004272;8004748;8004748;+;-;SCO7201;transcriptional regulator;28;47;0,337886423;0,595744681;-0,74723393
7232127;7232125;7231262;7231262;-;-;SCO6537;DNA-binding protein;31;47;0,270081949;0,659574468;-0,600392541
7480032;7480244;7480945;7480945;+;-;SCO6726;endonuclease;31;47;0,317368783;0,659574468;-0,600392541
2544722;2544733;2545416;2545422;+;-;SCO2374;transcriptional regulator;31;47;0,342716239;0,659574468;-0,600392541
8216435;8216082;8214910;8214910;-;-;SCO7402;lyase;37;47;0,33033418;0,787234043;-0,345135486
;1835007;1834903;;-;-;SCO1713;hypothetical protein;37;47;1;0,787234043;-0,345135486
1670683;1670672;1669950;1669950;-;-;SCO1558;ABC transporter permease;39;47;0,74244707;0,829787234;-0,269186633
7258618;7258586;7257738;7257667;-;-;SCO6558;formate dehydrogenase accessory protein;40;47;0,753771146;0,85106383;-0,232660757
4529327;4529322;4528045;4528045;-;-;SCO4121;hypothetical protein;41;47;0,422301001;0,872340426;-0,197036847
;23316;23831;;+;-;SCO0026;hypothetical protein;45;47;1;0,957446809;-0,062735755
1534838;1534838;1534368;1534368;-;-;SCO1437;hypothetical protein;45;47;1;0,957446809;-0,062735755
1422308;1422308;1421547;1421529;-;fabG;SCO1345;3-ketoacyl-ACP reductase;46;47;1;0,978723404;-0,031026896
8541365;8541365;8542072;8542072;+;-;SCO7704;TetR family transcriptional regulator;53;47;1;1,127659574;0,173331603
4846291;4846281;4845862;4845809;-;-;SCO4427;hypothetical protein;54;47;1;1,14893617;0,20029865
5810652;5810652;5809921;5809893;-;-;SCO5337;hypothetical protein;54;47;1;1,14893617;0,20029865
1074141;1074141;1073299;1073299;-;-;SCO1018;glutamate racemase;55;47;1;1,170212766;0,226770862
3189140;3189140;3187344;3187301;-;-;SCO2936;hypothetical protein;57;47;1;1,212765957;0,278301162
3373139;3373160;3374380;3374380;+;-;SCO3079;acetyl-CoA acetyltransferase;60;47;1;1,276595745;0,352301744
7305601;7305568;7303361;7303358;-;-;SCO6590;esterase;60;47;1;1,276595745;0,352301744
;5997339;5995996;5995742;-;-;SCO5508;oxidoreductase;69;47;1;1,468085106;0,553935605
362532;362478;361759;361759;-;-;SCO0357;GntR family transcriptional regulator;73;47;1;1,553191489;0,635235707
5350830;5350768;5349119;5349119;-;-;SCO4916;phosphomannomutase;81;47;1;1,723404255;0,785261151
1827026;1827026;1825638;1825638;-;-;SCO1706;aldehyde dehydrogenase;84;47;1;1,787234043;0,837728571
806966;806966;808135;808256;+;-;SCO0763;oxidoreductase;86;47;0,95124056;1,829787234;0,871675903
1510019;1510018;1509614;1509614;-;-;SCO1414;ankyrin;93;47;0,484894588;1,978723404;0,984569959
4505460;;;4505533;+;-;SCOt46;Met tRNA;7;48;6,54E-04;0,145833333;-2,777607579
831835;831835;832518;832518;+;-;SCO0784;hypothetical protein;24;48;0,09474769;0,5;-1
5363797;5363797;5364597;5364597;+;-;SCO4930;enoyl-CoA hydratase;25;48;0,095103823;0,520833333;-0,941106311
537560;537623;538942;538942;+;-;SCO0504;DEAD/DEAH box helicase;29;48;0,070479073;0,604166667;-0,726981506
2394348;2394296;2388900;2388867;-;-;SCO2226;bifunctional alpha-amylase/dextrinase;30;48;0,058016856;0,625;-0,678071905
8403784;8403793;8404608;8404608;+;-;SCO7580;hypothetical protein;31;48;0,273312467;0,645833333;-0,63076619
4511700;4511700;4510885;4510876;-;trmB;SCO4111;tRNA (guanine-N(7)-)-methyltransferase;36;48;0,470022466;0,75;-0,415037499
5911410;5911410;5911808;5911808;+;-;SCO5437;MerR family transcriptional regulator;36;48;0,793400609;0,75;-0,415037499
4394003;4394003;4395133;4395236;+;-;SCO3999;lipoprotein;37;48;0,343630687;0,770833333;-0,375509135
8245104;8245092;8244832;8244828;-;-;SCO7431;hypothetical protein;37;48;1;0,770833333;-0,375509135
8611628;8611643;8612263;8612263;+;-;SCO7785;transcriptional regulator;38;48;0,654736594;0,791666667;-0,337034987
2981644;2981644;2982126;2982126;+;-;SCO2735;hypothetical protein;38;48;0,828847812;0,791666667;-0,337034987
6426301;6426319;6428865;;+;-;SCO5871;turgor pressure sensor;42;48;0,200366782;0,875;-0,192645078
4120161;4120066;4119416;4119416;-;-;SCO3749;hypothetical protein;44;48;0,934178831;0,916666667;-0,125530882
5064405;5064405;5064998;5064998;+;-;SCO4640;TetR family transcriptional regulator;44;48;0,984699635;0,916666667;-0,125530882
4258993;4258993;4259403;;+;-;SCO3871;decarboxylase;44;48;1;0,916666667;-0,125530882
5690964;5690964;5690680;5690680;-;-;SCO5230;hypothetical protein;45;48;1;0,9375;-0,093109404
6484350;6484965;6485303;6485303;+;-;SCO5917;hypothetical protein;45;48;1;0,9375;-0,093109404
1632074;1632106;1634304;1634304;+;-;SCO1528;elongation factor G;46;48;0,346560935;0,958333333;-0,061400545
5511128;5511115;5510516;5510480;-;-;SCO5068;TetR family transcriptional regulator;48;48;1;1;0
2793548;2793510;2792386;2792386;-;-;SCO2587;gamma-glutamyl kinase;49;48;0,933428974;1,020833333;0,029747343
3408319;3408313;3404759;3404759;-;-;SCO3109;transcriptional-repair coupling factor;51;48;0,952011994;1,0625;0,087462841
2296346;2296332;2295175;2295163;-;-;SCO2134;hypothetical protein;52;48;1;1,083333333;0,115477217
3497280;3497381;3498703;3498703;+;-;SCO3192;hypothetical protein;55;48;0,982352573;1,145833333;0,196397213
2115256;2115347;2115826;2115826;+;-;SCO1976;hypothetical protein;56;48;1;1,166666667;0,222392421
1324336;1324336;1325118;1325118;+;-;SCO1253;hypothetical protein;58;48;1;1,208333333;0,273018494
1971467;1971428;1970085;1969996;-;-;SCO1842;hypothetical protein;60;48;1;1,25;0,321928095
;2171847;2170384;2170305;-;gltD;SCO2025;glutamate synthase;72;48;1;1,5;0,584962501
2192140;2192140;2191505;2191379;-;-;SCO2042;hypothetical protein;75;48;1;1,5625;0,64385619
524936;524920;513989;513925;-;-;SCO0492;peptide synthetase;80;48;1;1,666666667;0,736965594
3616272;3616286;3616798;3616798;+;-;SCO3270;hypothetical protein;22;49;0,091449291;0,448979592;-1,155278225
;2388002;2388466;2388466;+;-;SCO2224;hypothetical protein;24;49;0,158910496;0,489795918;-1,029747343
6979473;6979466;6977697;6977697;-;-;SCO6320;transport integral membrane protein;27;49;0,02278609;0,551020408;-0,859822342
5207299;5207363;5208166;5208195;+;-;SCO4787;hypothetical protein;33;49;0,303788005;0,673469388;-0,570315725
5228073;5228085;5229206;5229250;+;-;SCO4803;hypothetical protein;36;49;0,257577719;0,734693878;-0,444784843
4023218;4023169;4022264;4022202;-;-;SCO3644;lipase/esterase;37;49;0,402895103;0,755102041;-0,405256478
7216060;7216060;7216461;7216461;+;-;SCO6526;hypothetical protein;37;49;0,822779243;0,755102041;-0,405256478
1178294;1178294;1179010;1179093;+;-;SCO1120;hydrolase;38;49;0,611438977;0,775510204;-0,366782331
4869096;4869137;4870225;4870225;+;-;SCO4447;hypothetical protein;41;49;0,511587548;0,836734694;-0,257157839
5808325;5808325;5807420;5807350;-;-;SCO5333;hypothetical protein;41;49;0,660232204;0,836734694;-0,257157839
1160123;1160123;1160794;1160794;+;-;SCO1102;hypothetical protein;41;49;0,769092451;0,836734694;-0,257157839
242194;242194;242766;242766;+;-;SCO0253;TetR family transcriptional regulator;41;49;0,829489985;0,836734694;-0,257157839
2367728;2367728;2368099;2368099;+;-;SCO2201;hypothetical protein;42;49;1;0,857142857;-0,222392421
7716844;7716844;7715801;7715801;-;-;SCO6952;hypothetical protein;45;49;0,791982323;0,918367347;-0,122856748
;2092928;2093836;2093836;+;-;SCO1957;fructokinase;47;49;0,946763201;0,959183673;-0,060120992
3723256;3723256;3722414;3722008;-;-;SCO3365;hypothetical protein;47;49;1;0,959183673;-0,060120992
4818082;4818113;4819708;4819795;+;-;SCO4400;hypothetical protein;49;49;0,580138437;1;0
7362670;7362943;7366827;;+;-;SCO6635;bacteriophage resistance gene pglY;50;49;0,812999929;1,020408163;0,029146346
3320717;3320564;3316758;;-;-;SCO3033;integral membrane regulatory protein;51;49;0,835151989;1,040816327;0,057715498
6942661;6942661;6943506;6943506;+;-;SCO6283;hypothetical protein;51;49;1;1,040816327;0,057715498
424492;424406;423654;423654;-;-;SCO0402;hypothetical protein;53;49;1;1,081632653;0,11321061
6882242;6882242;6883390;6883446;+;-;SCO6260;sugar kinase;53;49;1;1,081632653;0,11321061
4964003;4964061;4967069;;+;-;SCO4548;hypothetical protein;58;49;1;1,183673469;0,243271151
5831487;5831498;5832343;5832373;+;-;SCO5361;methylase;71;49;1;1,448979592;0,535037275
;4650402;4649830;;-;-;SCO4243;hypothetical protein;76;49;1;1,551020408;0,633217669
5203804;5203796;5203137;5203137;-;-;SCO4782;hypothetical protein;77;49;1;1,571428571;0,652076697
5264981;5264982;5265950;5266114;+;-;SCO4832;glycine/betaine-binding lipoprotein;93;49;0,686341077;1,897959184;0,924448967
;882098;881133;;-;-;SCO0832;hypothetical protein;14;50;1,44E-04;0,28;-1,836501268
5809337;5809158;5808844;5808794;-;-;SCO5334;hypothetical protein;19;50;0,098850043;0,38;-1,395928676
7300604;;;7300688;+;-;SCOt62;Leu tRNA;22;50;0,515144091;0,44;-1,184424571
3642254;3642248;3641739;3641739;-;-;SCO3292;hypothetical protein;26;50;0,16648104;0,52;-0,943416472
4571215;4571188;4570805;4570805;-;-;SCO4153;hypothetical protein;28;50;0,316442501;0,56;-0,836501268
4693616;4693616;4694053;4694053;+;-;SCO4278;peptidyl-tRNA hydrolase domain-containing protein;29;50;0,330500734;0,58;-0,785875195
4808838;4808785;4808387;4808387;-;-;SCO4391;hypothetical protein;35;50;0,647474403;0,7;-0,514573173
2986557;2986557;2984296;2984093;-;-;SCO2737;deoxyribonuclease;37;50;0,093503674;0,74;-0,434402824
4410936;4410936;4410577;4410543;-;-;SCO4014;hypothetical protein;37;50;0,796938315;0,74;-0,434402824
3114765;3114765;3115223;3115223;+;-;SCO2856;hypothetical protein;38;50;0,796890867;0,76;-0,395928676
3656071;3656071;3657396;3657418;+;-;SCO3305;hypothetical protein;41;50;0,28259858;0,82;-0,286304185
7069508;7069508;7071526;7071561;+;-;SCO6405;DNA recombinase;45;50;0,262185258;0,9;-0,152003093
827119;827085;826690;826627;-;-;SCO0779;hypothetical protein;47;50;1;0,94;-0,089267338
4017806;4017806;4016388;;-;-;SCO3639;two-component system sensor kinase;48;50;0,538745499;0,96;-0,058893689
6004980;6004980;6005504;6005521;+;ilvH;SCO5513;acetolactate synthase 3 regulatory subunit;50;50;1;1;0
7415231;7415231;7414995;7414921;-;-;SCO6674;hypothetical protein;53;50;1;1,06;0,084064265
;1600733;1599894;1599894;-;aroE;SCO1498;shikimate 5-dehydrogenase;54;50;1;1,08;0,111031312
8459944;8460001;8460834;8460834;+;-;SCO7632;hypothetical protein;54;50;1;1,08;0,111031312
3779681;3779675;3778914;3778835;-;-;SCO3413;transcriptional regulator;56;50;1;1,12;0,163498732
2446970;2446970;2447842;2447903;+;-;SCO2277;hypothetical protein;57;50;1;1,14;0,189033824
;2618650;2617790;2617790;-;-;SCO2439;calcium-binding protein;58;50;1;1,16;0,214124805
1908438;1908438;1908785;;+;-;SCO1784;hypothetical protein;59;50;1;1,18;0,23878686
6650119;6650093;6649041;6649041;-;-;SCO6057;ATP/GTP-binding integral membrane protein;59;50;1;1,18;0,23878686
2169305;2169305;2170222;2170229;+;-;SCO2024;chitosanase;60;50;1;1,2;0,263034406
;4638344;4638856;4638880;+;ispF;SCO4234;2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase;65;50;1;1,3;0,378511623
1521536;1521536;1519926;1519534;-;-;SCO1424;hypothetical protein;68;50;1;1,36;0,443606651
2851883;2851911;2853152;2853152;+;-;SCO2625;hypothetical protein;69;50;1;1,38;0,464668267
4588684;4588684;4589526;4589526;+;-;SCO4176;hypothetical protein;69;50;1;1,38;0,464668267
5819600;5819600;5820643;5820644;+;-;SCO5352;arginyl tRNA synthetase;69;50;1;1,38;0,464668267
612320;612320;612156;612107;-;rpmG;SCO0570;50S ribosomal protein L33;90;50;0,520032916;1,8;0,847996907
4366736;4366736;4364694;4364694;-;-;SCO3964;hypothetical protein;92;50;0,893662258;1,84;0,879705766
4414377;4414377;4415069;4415069;+;-;SCO4019;gntR family regulatory protein;28;51;0,126441167;0,549019608;-0,86507042
7444454;7444457;7445071;7445071;+;-;SCO6694;transcriptional regulator;31;51;0,248443323;0,607843137;-0,718229032
;431551;431934;431947;+;-;SCO0412;hypothetical protein;35;51;0,63299326;0,68627451;-0,543142325
4005877;4005844;4004960;4004960;-;-;SCO3626;RNA polymerase sigma factor;37;51;0,366235736;0,725490196;-0,462971976
5904399;5904399;5903536;5903536;-;-;SCO5431;nucleosidase;37;51;0,369358262;0,725490196;-0,462971976
4493240;4493275;4493832;4493832;+;-;SCO4095;lipoprotein;37;51;0,523512323;0,725490196;-0,462971976
5013439;5013530;5014102;5014102;+;-;SCO4591;hypothetical protein;43;51;0,850483942;0,843137255;-0,246160587
2149214;2149264;2150520;2150537;+;-;SCO2008;branched-chain amino acid ABC transporter substrate-binding protein;44;51;0,375412474;0,862745098;-0,212993723
;7366824;7369748;7369748;+;-;SCO6636;bacteriophage resistance gene pglZ;45;51;0,179270577;0,882352941;-0,180572246
;2992991;2994946;2994993;+;-;SCO2747;bifunctional carbohydrate binding and transport protein;46;51;0,287370228;0,901960784;-0,148863386
3049397;;;3049469;+;-;SCOt19;His tRNA;47;51;1;0,921568627;-0,11783649
